"species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_id_network","matching_proteins_labels_network","annotation","protein_name","cc_function","go_p","go_f","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"J9HZV2","J9HZV2_AEDAE","AAEL017168-PA.",NA,NA,"mRNA processing; nervous system development; regulation of alternative mRNA splicing, via spliceosome; RNA splicing","mRNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q0IEC2","AAEL011420","AAEL011420-PA.",NA,NA,"mRNA processing; RNA splicing","RNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q0IFQ3","AAEL004167","AAEL004167-PA.","Branchpoint-bridging protein","Necessary for the ATP-dependent first step of spliceosome assembly. Binds to the intron branch point sequence (BPS) 5'-UACUAAC-3' of the pre-mRNA. May act as transcription repressor","mRNA splicing, via spliceosome; regulation of mRNA splicing, via spliceosome","mRNA binding; pre-mRNA branch point binding; zinc ion binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q16HG5","AAEL014033","AAEL014033-PA.",NA,NA,NA,"RNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q175T7","AAEL006555","AAEL006555-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q17E15","AAEL003979","Deadenylation factor EDEN-BP, putative.",NA,NA,NA,"mRNA binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q17FE8","AAEL003407","AAEL003407-PA.",NA,NA,"cell differentiation; mRNA processing; RNA splicing","mRNA 3'-UTR binding","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q17FE9","AAEL003414","AAEL003414-PA.",NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0043484","Regulation of RNA splicing",9,121,0.85,0.5,0.0093,"Q1HR82","AAEL013359","DEAD box ATP-dependent RNA helicase; Belongs to the DEAD box helicase family.","Eukaryotic initiation factor 4A",NA,"regulation of gene expression","ATP binding; hydrolase activity; RNA binding; RNA helicase activity; translation initiation factor activity","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046425","Regulation of receptor signaling pathway via JAK-STAT",5,22,1.33,0.55,0.0093,"Q16JH7","AAEL012339","AAEL012339-PA; Belongs to the protein kinase superfamily.","cyclin-dependent kinase",NA,"G1/S transition of mitotic cell cycle; regulation of G2/M transition of mitotic cell cycle; regulation of gene expression; signal transduction","ATP binding; cyclin binding; cyclin-dependent protein serine/threonine kinase activity","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046425","Regulation of receptor signaling pathway via JAK-STAT",5,22,1.33,0.55,0.0093,"Q16N45","AAEL012092","AAEL012092-PA.",NA,NA,NA,NA,"GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046425","Regulation of receptor signaling pathway via JAK-STAT",5,22,1.33,0.55,0.0093,"Q16VT5","AAEL009437","AAEL009437-PA.","CCR4-NOT transcription complex subunit 4","Has E3 ubiquitin ligase activity, promoting ubiquitination and degradation of target proteins. Involved in activation of the JAK/STAT pathway. Catalyzes ubiquitination of methylated RBM15. Plays a role in quality control of translation of mitochondrial outer membrane-localized mRNA. As part of the PINK1-regulated signaling, upon mitochondria damage, ubiquitinates ABCE1 and thereby recruits autophagy receptors to the mitochondrial outer membrane to initiate mitophagy","protein ubiquitination","RNA binding; ubiquitin-protein transferase activity; zinc ion binding","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046425","Regulation of receptor signaling pathway via JAK-STAT",5,22,1.33,0.55,0.0093,"Q175E6","AAEL006664","AAEL006664-PA.","CCR4-NOT transcription complex subunit 4","Has E3 ubiquitin ligase activity, promoting ubiquitination and degradation of target proteins. Involved in activation of the JAK/STAT pathway. Catalyzes ubiquitination of methylated RBM15. Plays a role in quality control of translation of mitochondrial outer membrane-localized mRNA. As part of the PINK1-regulated signaling, upon mitochondria damage, ubiquitinates ABCE1 and thereby recruits autophagy receptors to the mitochondrial outer membrane to initiate mitophagy","protein ubiquitination","RNA binding; ubiquitin-protein transferase activity; zinc ion binding","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0046425","Regulation of receptor signaling pathway via JAK-STAT",5,22,1.33,0.55,0.0093,"Q17DB8","AAEL004259","RNA-binding protein lin-28.",NA,NA,"pre-miRNA processing","mRNA binding; zinc ion binding","GO Biological Process","immune","stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"J9HZV2","J9HZV2_AEDAE","AAEL017168-PA.",NA,NA,"mRNA processing; nervous system development; regulation of alternative mRNA splicing, via spliceosome; RNA splicing","mRNA binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q16PQ3","AAEL011576","AAEL011576-PA.",NA,NA,NA,"mRNA 3'-UTR binding; ribonucleoprotein complex binding; selenocysteine insertion sequence binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q16ZQ0","AAEL008122","AAEL008122-PA.",NA,NA,NA,NA,"GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q175T7","AAEL006555","AAEL006555-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q17BL6","AAEL004918","AAEL004918-PA.","B box-type domain-containing protein",NA,NA,"mRNA 3'-UTR binding; zinc ion binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q17DB8","AAEL004259","RNA-binding protein lin-28.",NA,NA,"pre-miRNA processing","mRNA binding; zinc ion binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q17FE8","AAEL003407","AAEL003407-PA.",NA,NA,"cell differentiation; mRNA processing; RNA splicing","mRNA 3'-UTR binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003730","mRNA 3-UTR binding",8,47,1.21,0.93,2e-04,"Q17FE9","AAEL003414","AAEL003414-PA.",NA,NA,NA,NA,"GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"J9HTV7","AAEL801114","AAEL017419-PA.","CCHC-type domain-containing protein",NA,NA,"nucleic acid binding; zinc ion binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"J9HZV2","J9HZV2_AEDAE","AAEL017168-PA.",NA,NA,"mRNA processing; nervous system development; regulation of alternative mRNA splicing, via spliceosome; RNA splicing","mRNA binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q0IEC2","AAEL011420","AAEL011420-PA.",NA,NA,"mRNA processing; RNA splicing","RNA binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q0IFQ3","AAEL004167","AAEL004167-PA.","Branchpoint-bridging protein","Necessary for the ATP-dependent first step of spliceosome assembly. Binds to the intron branch point sequence (BPS) 5'-UACUAAC-3' of the pre-mRNA. May act as transcription repressor","mRNA splicing, via spliceosome; regulation of mRNA splicing, via spliceosome","mRNA binding; pre-mRNA branch point binding; zinc ion binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q16HG5","AAEL014033","AAEL014033-PA.",NA,NA,NA,"RNA binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q16PQ3","AAEL011576","AAEL011576-PA.",NA,NA,NA,"mRNA 3'-UTR binding; ribonucleoprotein complex binding; selenocysteine insertion sequence binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q16ZQ0","AAEL008122","AAEL008122-PA.",NA,NA,NA,NA,"GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q175T7","AAEL006555","AAEL006555-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q17BL6","AAEL004918","AAEL004918-PA.","B box-type domain-containing protein",NA,NA,"mRNA 3'-UTR binding; zinc ion binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q17DB8","AAEL004259","RNA-binding protein lin-28.",NA,NA,"pre-miRNA processing","mRNA binding; zinc ion binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q17E15","AAEL003979","Deadenylation factor EDEN-BP, putative.",NA,NA,NA,"mRNA binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q17FE8","AAEL003407","AAEL003407-PA.",NA,NA,"cell differentiation; mRNA processing; RNA splicing","mRNA 3'-UTR binding","GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","GO:0003729","mRNA binding",13,230,0.73,0.62,0.0017,"Q17FE9","AAEL003414","AAEL003414-PA.",NA,NA,NA,NA,"GO Molecular Function",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19623","Mixed, incl. RNA binding protein fox-1 homolog 1-like, and H zone",6,10,1.75,1.24,2.71e-05,"J9HZV2","J9HZV2_AEDAE","AAEL017168-PA.",NA,NA,"mRNA processing; nervous system development; regulation of alternative mRNA splicing, via spliceosome; RNA splicing","mRNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19623","Mixed, incl. RNA binding protein fox-1 homolog 1-like, and H zone",6,10,1.75,1.24,2.71e-05,"Q16HG5","AAEL014033","AAEL014033-PA.",NA,NA,NA,"RNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19623","Mixed, incl. RNA binding protein fox-1 homolog 1-like, and H zone",6,10,1.75,1.24,2.71e-05,"Q175T7","AAEL006555","AAEL006555-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19623","Mixed, incl. RNA binding protein fox-1 homolog 1-like, and H zone",6,10,1.75,1.24,2.71e-05,"Q17E15","AAEL003979","Deadenylation factor EDEN-BP, putative.",NA,NA,NA,"mRNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19623","Mixed, incl. RNA binding protein fox-1 homolog 1-like, and H zone",6,10,1.75,1.24,2.71e-05,"Q17FE8","AAEL003407","AAEL003407-PA.",NA,NA,"cell differentiation; mRNA processing; RNA splicing","mRNA 3'-UTR binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19623","Mixed, incl. RNA binding protein fox-1 homolog 1-like, and H zone",6,10,1.75,1.24,2.71e-05,"Q17FE9","AAEL003414","AAEL003414-PA.",NA,NA,NA,NA,"Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19626","RNA binding protein fox-1 homolog 1-like, and Regulation of striated muscle cell differentiation",5,5,1.97,1.21,4.38e-05,"J9HZV2","J9HZV2_AEDAE","AAEL017168-PA.",NA,NA,"mRNA processing; nervous system development; regulation of alternative mRNA splicing, via spliceosome; RNA splicing","mRNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19626","RNA binding protein fox-1 homolog 1-like, and Regulation of striated muscle cell differentiation",5,5,1.97,1.21,4.38e-05,"Q175T7","AAEL006555","AAEL006555-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19626","RNA binding protein fox-1 homolog 1-like, and Regulation of striated muscle cell differentiation",5,5,1.97,1.21,4.38e-05,"Q17E15","AAEL003979","Deadenylation factor EDEN-BP, putative.",NA,NA,NA,"mRNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19626","RNA binding protein fox-1 homolog 1-like, and Regulation of striated muscle cell differentiation",5,5,1.97,1.21,4.38e-05,"Q17FE8","AAEL003407","AAEL003407-PA.",NA,NA,"cell differentiation; mRNA processing; RNA splicing","mRNA 3'-UTR binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19626","RNA binding protein fox-1 homolog 1-like, and Regulation of striated muscle cell differentiation",5,5,1.97,1.21,4.38e-05,"Q17FE9","AAEL003414","AAEL003414-PA.",NA,NA,NA,NA,"Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19618","Mixed, incl. Scramblase, and Regulation of alternative mRNA splicing, via spliceosome",7,30,1.34,1.07,7.38e-05,"J9HTV7","AAEL801114","AAEL017419-PA.","CCHC-type domain-containing protein",NA,NA,"nucleic acid binding; zinc ion binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19618","Mixed, incl. Scramblase, and Regulation of alternative mRNA splicing, via spliceosome",7,30,1.34,1.07,7.38e-05,"J9HZV2","J9HZV2_AEDAE","AAEL017168-PA.",NA,NA,"mRNA processing; nervous system development; regulation of alternative mRNA splicing, via spliceosome; RNA splicing","mRNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19618","Mixed, incl. Scramblase, and Regulation of alternative mRNA splicing, via spliceosome",7,30,1.34,1.07,7.38e-05,"Q16HG5","AAEL014033","AAEL014033-PA.",NA,NA,NA,"RNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19618","Mixed, incl. Scramblase, and Regulation of alternative mRNA splicing, via spliceosome",7,30,1.34,1.07,7.38e-05,"Q175T7","AAEL006555","AAEL006555-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19618","Mixed, incl. Scramblase, and Regulation of alternative mRNA splicing, via spliceosome",7,30,1.34,1.07,7.38e-05,"Q17E15","AAEL003979","Deadenylation factor EDEN-BP, putative.",NA,NA,NA,"mRNA binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19618","Mixed, incl. Scramblase, and Regulation of alternative mRNA splicing, via spliceosome",7,30,1.34,1.07,7.38e-05,"Q17FE8","AAEL003407","AAEL003407-PA.",NA,NA,"cell differentiation; mRNA processing; RNA splicing","mRNA 3'-UTR binding","Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","CL:19618","Mixed, incl. Scramblase, and Regulation of alternative mRNA splicing, via spliceosome",7,30,1.34,1.07,7.38e-05,"Q17FE9","AAEL003414","AAEL003414-PA.",NA,NA,NA,NA,"Local Network Cluster String",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","IPR016064","NAD kinase/diacylglycerol kinase-like domain superfamily",5,12,1.59,0.7,0.0028,"Q16HZ7","AAEL013847","Diacylglycerol kinase, zeta, iota.",NA,NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity","InterPro",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","IPR016064","NAD kinase/diacylglycerol kinase-like domain superfamily",5,12,1.59,0.7,0.0028,"Q16HZ8","AAEL013849","Diacylglycerol kinase, zeta, iota.",NA,NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity","InterPro",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","IPR016064","NAD kinase/diacylglycerol kinase-like domain superfamily",5,12,1.59,0.7,0.0028,"Q16PA7","AAEL011709","Diacylglycerol kinase.","Diacylglycerol kinase",NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity; metal ion binding","InterPro",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","IPR016064","NAD kinase/diacylglycerol kinase-like domain superfamily",5,12,1.59,0.7,0.0028,"Q17CH0","AAEL004542","AAEL004542-PA.",NA,NA,"ceramide metabolic process","ceramide kinase activity","InterPro",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Aedes aegypti","IPR016064","NAD kinase/diacylglycerol kinase-like domain superfamily",5,12,1.59,0.7,0.0028,"Q1DGJ8","AAEL015603","Ceramide kinase.",NA,NA,"ceramide metabolic process","ceramide kinase activity","InterPro",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
