"uniprot_id","protein_name","species","mirna","mirna_expression","common_mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q17CG1","SYN3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL004549",NA,NA,NA,"neurotransmitter secretion",NA,"Synapsin, ATP binding domain","SYN3","Synapsin,Synapsin_C,Synapsin_N","Synapsin, ATP-binding domain","Synapsin, ATP binding domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17D24","CSNK1G2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL004351","AAEL004351-PC; Belongs to the protein kinase superfamily.","non-specific serine/threonine protein kinase",NA,"regulation of protein localization; Wnt signaling pathway","ATP binding; protein serine/threonine kinase activity","Casein kinase 1 gamma C terminal","CSNK1G2","CK1gamma_C,Pkinase","Casein kinase 1 gamma C-terminal","Casein kinase 1 gamma C terminal","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DB6","PRDM1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL004255","Zinc finger protein.",NA,NA,"adaptive immune response; cell fate commitment; innate immune response","DNA-binding transcription repressor activity, RNA polymerase II-specific; N-methyltransferase activity; protein methyltransferase activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain","PRDM1","SET,zf-C2H2","SET domain","PR domain zinc finger protein 2, PR domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DL2","igcm-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL004133",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DM5","Q17DM5","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL004088","Aldo-keto reductase.",NA,NA,NA,"oxidoreductase activity",NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E44","Q17E44","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","MAP/microtubule affinity-regulating kinase 3","Serine/threonine-protein kinase. Involved in the specific phosphorylation of microtubule-associated proteins for MAP2 and MAP4. Phosphorylates the microtubule-associated protein MAPT/TAU. Phosphorylates CDC25C on 'Ser-216'. Regulates localization and activity of some histone deacetylases by mediating phosphorylation of HDAC7, promoting subsequent interaction between HDAC7 and 14-3-3 and export from the nucleus. Regulates localization and activity of MITF by mediating its phosphorylation, promoting subsequent interaction between MITF and 14-3-3 and retention in the cytosol. Negatively regulates the Hippo signaling pathway and antagonizes the phosphorylation of LATS1. Cooperates with DLG5 to inhibit the kinase activity of STK3/MST2 toward LATS1. Phosphorylates PKP2 and KSR1","intracellular signal transduction; microtubule cytoskeleton organization","ATP binding; protein serine/threonine kinase activity","MAP microtubule affinity-regulating kinase",NA,"KA1,Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17EB3","chinmo","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003861",NA,NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II",NA,"Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F07","LRBA","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003609",NA,NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","Neurobeachin/BDCP, DUF4704","Neurobeachin/BDCP, DUF4704 alpha solenoid region","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F08","LRBA","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003592",NA,NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","Neurobeachin, beta-propeller domain","Neurobeachin beta propeller domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F71","EMX2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003506",NA,NA,NA,"brain development; neuron differentiation","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","homeobox protein","EMX2","Homeobox","Homeodomain","Homeodomain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17G69","igcm-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003169",NA,NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GF2","ATL2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003109",NA,"GB1/RHD3-type G domain-containing protein",NA,NA,"GTP binding; GTPase activity","Guanylate-binding protein, N-terminal domain","ATL2","GBP,GBP_C","Guanylate-binding protein, N-terminal","Guanylate-binding protein, N-terminal domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GP3","VPS4A","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002938","Skd/vacuolar sorting; Belongs to the AAA ATPase family.","vesicle-fusing ATPase",NA,"cell division; endosomal transport; protein transport; vacuole organization","ATP binding; ATP hydrolysis activity","Belongs to the AAA ATPase family","VPS4A","AAA,MIT,Vps4_C","AAA ATPase, AAA+ lid domain","AAA+ lid domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17H75","Tm1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002761","Putative tropomyosin invertebrate; Belongs to the tropomyosin family.",NA,NA,"system development",NA,"Belongs to the tropomyosin family","Tm1","Tropomyosin,Tropomyosin_1","Tropomyosin","Tropomyosin","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17HS6","PAK3","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002594",NA,"non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity","P21-Rho-binding domain","PAK3","PBD,Pkinase","CRIB domain","P21-Rho-binding domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17I67","ZEB2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002451","Zinc finger protein.",NA,NA,"negative regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","zinc finger","ZEB2","Homeobox,zf-C2H2,zf-C2H2_6","Homeodomain","Homeodomain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17IK5","ey","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002321",NA,NA,NA,"animal organ development; positive regulation of multicellular organismal process; post-embryonic development","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","Paired box protein","ey","Homeobox,PAX","Paired domain","'Paired box' domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17IL0","PDSS1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002287","Trans-prenyltransferase.",NA,NA,"isoprenoid biosynthetic process; pheromone biosynthetic process; ubiquinone biosynthetic process","prenyltransferase activity","Polyprenyl synthetase","PDSS1","polyprenyl_synt","Polyprenyl synthetase-like","Polyprenyl synthetase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17J33","USP54","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002171","Ubiquitin specific proteinase.",NA,NA,NA,"hydrolase activity","Ubiquitin specific proteinase","USP54","UCH",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17JY3","NUP155","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001861",NA,NA,NA,"protein import into nucleus; protein localization to nuclear inner membrane; RNA export from nucleus; transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery","structural constituent of nuclear pore","Nuclear pore complex protein","NUP155","Nucleoporin_C,Nucleoporin_N","Nucleoporin, Nup133/Nup155-like, C-terminal","Non-repetitive/WGA-negative nucleoporin C-terminal","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K58","TMEM65","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001819",NA,NA,NA,NA,NA,"Transmembrane protein 65","TMEM65","TMEM65","Transmembrane protein 65","Transmembrane protein 65","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K67","DLX1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001780","Homeobox protein distal-less dlx.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","Homeobox domain","DLX1","Homeobox","Homeodomain","Homeodomain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K68","DLX1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001776",NA,NA,NA,NA,NA,"Sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","DLX1","Homeobox",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17KU1","MEF2C","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001567","Myocyte-specific enhancer factor 2d.",NA,NA,"cell differentiation; heart development; positive regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; histone deacetylase binding; protein dimerization activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding","enhancer factor","MEF2C","HJURP_C,SRF-TF","Transcription factor, MADS-box","SRF-type transcription factor (DNA-binding and dimerisation domain)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17L13","SCAPER","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001482",NA,NA,NA,NA,NA,"S phase cyclin A-associated protein in the endoplasmic reticulum","SCAPER","SCAPER_N,zf-met",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17LA6","Q17LA6","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001437",NA,NA,NA,"post-embryonic development; regulation of developmental process; regulation of DNA-templated transcription; regulation of multicellular organismal process",NA,"Domain B in dwarfin family proteins",NA,"MH2","SMAD domain, Dwarfin-type","MH2 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MT6","ARK","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX1","Q17MX1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000868",NA,NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.",NA,"PDZ","PDZ domain","PDZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX6","DFNB31","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000908",NA,NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","DFNB31","PDZ","PDZ domain","PDZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX7","Q17MX7","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17N01","uzip","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000860",NA,NA,NA,NA,NA,NA,"uzip","DUF3421",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NC1","MSI1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000729",NA,NA,NA,"regulation of translation","mRNA binding","nucleic acid binding","MSI1","RRM_1",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NE5","ELF2","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000741","Ecdysone-induced protein 74EF (ETS transcription factor E74A).",NA,NA,"autophagy; cell differentiation; regulation of development, heterochronic","DNA-binding transcription activator activity, RNA polymerase II-specific; sequence-specific DNA binding","erythroblast transformation specific domain","ELF2","Elf-1_N,Ets","Ets domain","Ets-domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NJ1","TOLL8","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"TOLL8",NA,NA,NA,"axis elongation; convergent extension; neuron development; regulation of macromolecule biosynthetic process; signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NP6","hmr-1","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000597","AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.",NA,"Cadherins are calcium-dependent cell adhesion proteins","axon extension involved in axon guidance; cell migration; homophilic cell adhesion via plasma membrane adhesion molecules; ommatidial rotation; R7 cell development; R8 cell development","beta-catenin binding; cadherin binding; calcium ion binding","Cadherins are calcium-dependent cell adhesion proteins","hmr-1","Cadherin,Cadherin_C,EGF,Laminin_G_2,hEGF","DE-cadherin-like, Ig-like domain","DE-cadherin, Ig-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PG3","RYK","Aedes aegypti","aae-mir-34-5p","up-regulated","no","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000324","Tyrosine-protein kinase drl.","receptor protein-tyrosine kinase",NA,"axon guidance; cell surface receptor protein tyrosine kinase signaling pathway; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction; salivary gland morphogenesis","ATP binding; protein heterodimerization activity; protein tyrosine kinase activity","WIF domain","RYK","Pkinase_Tyr,WIF","WIF domain","WIF domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
