#node	identifier	domain_summary_url	annotation	other_names_and_aliases	kegg_id
AAEL011800	7159.Q16P14	Protein tweety homolog; Probable chloride channel.	https://smart.embl.de/smart/DDvec.cgi?smart=1154:Pfam_Tweety(5|396)+	5575394,AAEL011800,Protein tweety,Protein tweety homolog,Protein tweety-2 isoform X1,Q16P14,Q16P14_AEDAE,XM_001661862.1,XP_001661912.1,XP_021704381,aag:5575394	aag:5575394
AAEL011870	7159.Q16NS4	AAEL011870-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=507:LSM14(1|94)+FDF(311|420)+	5575495,AAEL011870,AAEL011870-PA,Protein LSM14,Protein LSM14 homolog B isoform X2,Q16NS4,Q16NS4_AEDAE,XM_001661964.1,XP_001662014,XP_001662014.1,aag:5575495	aag:5575495
AAEL011890	7159.Q16NR7	AAEL011890-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=221:SIGNAL(1|20)+	5575504,AAEL011890,AAEL011890-PA,Q16NR7,Q16NR7_AEDAE,Uncharacterized protein LOC5575504 isoform X1,XM_001655711.1,XP_001655761.1,XP_021702725,aag:5575504	aag:5575504
AAEL011910	7159.Q16NP6	AAEL011910-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1627:ANK(42|73)+ANK(1114|1143)+ANK(1147|1176)+ANK(1180|1209)+ANK(1210|1240)+ANK(1245|1279)+ANK(1283|1312)+ANK(1316|1345)+ANK(1348|1377)+ANK(1411|1440)+ANK(1444|1473)+ANK(1477|1506)+ANK(1551|1580)+ANK(1585|1614)+	5575534,AAEL011910,AAEL011910-PA,Q16NP6,Q16NP6_AEDAE,Uncharacterized protein LOC5575534,XM_001661981.1,XP_001662031,XP_001662031.1,aag:5575534	aag:5575534
AAEL012002	7159.Q16ND4	Beta-1,4-galactosyltransferase.	https://smart.embl.de/smart/DDvec.cgi?smart=484:TRANS(7|26)+Pfam_Glyco_transf_7N(218|351)+Pfam_Glyco_transf_7C(355|432)+	5575690,AAEL012002,AAEL012002-PA,Beta-1,4-N-acetylgalactosaminyltransferase bre-4,Beta-1,4-galactosyltransferase,Q16ND4,Q16ND4_AEDAE,XM_001662097.1,XP_001662147.1,XP_021707280,aag:5575690	aag:5575690
AAEL012019	7159.Q16NC7	AAEL012019-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=809:LisH(168|200)+Pfam_Kelch_1(273|304)+	5575704,AAEL012019,AAEL012019-PA,Muskelin,Muskelin isoform X3,Q16NC7,Q16NC7_AEDAE,XM_001662104.1,XP_001662154,XP_001662154.1,aag:5575704	aag:5575704
AAEL012031	7159.Q16NB0	AAEL012031-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=1049:	5575720,AAEL012031,AAEL012031-PA,Asterless,Centrosomal protein of 152 kDa,Q16NB0,Q16NB0_AEDAE,XM_001655778.1,XP_001655828,XP_001655828.1,aag:5575720	aag:5575720
AAEL012046	7159.Q16N99	AAEL012046-PA; Belongs to the band 7/mec-2 family. Flotillin subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=405:PHB(66|248)+Pfam_Flot(292|401)+	AAEL012046,AAEL012046-PA,Flotillin-1,Q16N99,Q16N99_AEDAE,XM_001655783.1,XP_001655833.1	
AAEL012057	7159.Q16N85	Enhancer of polycomb-like protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1688:Pfam_EPL1(7|142)+	AAEL012057,Enhancer of polycomb-like protein,Q16N85,Q16N85_AEDAE,XM_001662119.1,XP_001662169.1	
AAEL012065	7159.Q16N83	Cytoplasmic polyadenylation element binding protein (cpeb).	https://smart.embl.de/smart/DDvec.cgi?smart=394:Pfam_RRM_7(4|80)+RRM(101|174)+	AAEL012065,AAEL012065-PA,Q16N83,Q16N83_AEDAE,XM_001662159.1,XP_001662209.1	
AAEL012155	7159.Q16MX5	AAEL012155-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=110:Pfam_Lung_7-TM_R(4|47)+	AAEL012155,AAEL012155-PA,Q16MX5,Q16MX5_AEDAE,XM_001662240.1,XP_001662290.1	
AAEL012169	7159.Q1HQG4	Predicted membrane protein.	https://smart.embl.de/smart/DDvec.cgi?smart=148:Pfam_TMEM18(15|134)+	5575920,AAEL012169,AAEL012169-PA,Predicted membrane protein,Q1HQG4,Q1HQG4_AEDAE,Transmembrane protein 18,XM_001655861.1,XP_001655911,XP_001655911.1,aag:5575920	aag:5575920
AAEL012237	7159.Q1HQT7	Upstream transcription factor 2/L-myc-2.	https://smart.embl.de/smart/DDvec.cgi?smart=195:HLH(67|118)+	5576008,AAEL012237,AAEL012237-PA,Max protein,Protein max,Q1HQT7,Q1HQT7_AEDAE,Upstream transcription factor 2/L-myc-2,XM_001662291.1,XP_001662341,XP_001662341.1,aag:5576008	aag:5576008
AAEL012256	7159.Q16ML9	AAEL012256-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=281:Pfam_Lung_7-TM_R(1|218)+	5576026,AAEL012256,AAEL012256-PA,G protein-coupled receptor 107,Protein GPR107 isoform X2,Q16ML9,Q16ML9_AEDAE,XM_001662316.1,XP_001662365,XP_001662366.1,aag:5576026	aag:5576026
AAEL012257	7159.Q16MM0	AAEL012257-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=221:SIGNAL(1|23)+	5576026,AAEL012257,AAEL012257-PA,Q16MM0,Q16MM0_AEDAE,XM_001662315.1,XP_001662365.1	
AAEL012259	7159.Q16MM1	AAEL012259-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=94:	AAEL012259,AAEL012259-PA,Q16MM1,Q16MM1_AEDAE,XM_001662314.1,XP_001662364.1	
AAEL012272	7159.Q16MK6	Peptidylprolyl isomerase.	https://smart.embl.de/smart/DDvec.cgi?smart=392:Pfam_FKBP_C(65|158)+TPR(178|211)+TPR(239|272)+TPR(273|306)+TRANS(367|389)+	5.2.1.8,5576045,AAEL012272,EC 5.2.1.8,FK506-binding protein 8,Peptidylprolyl isomerase,Q16MK6,Q16MK6_AEDAE,XM_001662320.1,XP_001662370,XP_001662370.1,aag:5576045	aag:5576045
AAEL012273	7159.Q16MK4	AAEL012273-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=465:	5576044,AAEL012273,AAEL012273-PA,Armadillo repeat-containing protein 6 homolog,Q16MK4,Q16MK4_AEDAE,XM_001662322.1,XP_001662372.1,XP_021698308,aag:5576044	aag:5576044
AAEL012288	7159.Q16MJ6	Sugar transporter; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.	https://smart.embl.de/smart/DDvec.cgi?smart=525:Pfam_MFS_1(52|457)+	AAEL012288,AAEL012288-PA,Q16MJ6,Q16MJ6_AEDAE,Sugar transporter,XM_001662330.1,XP_001662380.1	
AAEL012307	7159.Q16MG8	AAEL012307-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=707:Pfam_Tcf25(248|577)+	5576076,AAEL012307,AAEL012307-PA,Q16MG8,Q16MG8_AEDAE,Transcription factor 25,XM_001662358.1,XP_001662408,XP_001662408.1,aag:5576076	aag:5576076
AAEL012392	7159.Q16M84	AAEL012392-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=661:ZnF_C2H2(144|167)+ZnF_C2H2(178|204)+ZnF_C2H2(206|228)+ZnF_C2H2(304|327)+ZnF_C2H2(339|360)+ZnF_C2H2(368|393)+ZnF_C2H2(415|440)+ZnF_C2H2(456|476)+ZnF_C2H2(483|506)+ZnF_C2H2(513|535)+ZnF_C2H2(541|564)+ZnF_C2H2(570|592)+ZnF_C2H2(598|623)+ZnF_C2H2(629|651)+	5576195,AAEL012392,AAEL012392-PA,KRAB domain-containing zinc finger protein,Q16M84,Q16M84_AEDAE,XM_001662482.1,XP_001662532,XP_001662532.1,Zinc finger protein 431,aag:5576195	aag:5576195
AAEL012416	7159.Q16M54	AAEL012416-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=405:	AAEL012416,AAEL012416-PA,Q16M54,Q16M54_AEDAE,XM_001655985.1,XP_001656035.1	
AAEL012420	7159.Q16M53	AAEL012420-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=796:Pumilio(377|412)+Pumilio(413|448)+Pumilio(449|484)+Pumilio(485|520)+Pumilio(521|556)+Pumilio(557|592)+Pumilio(593|628)+Pumilio(633|668)+	5576263,AAEL012420,AAEL012420-PA,Maternal protein pumilio isoform X1,Pumilio,Pumilio RNA-binding family,Q16M53,Q16M53_AEDAE,XM_001655986.1,XP_001656036.1,XP_021705682,aag:5576263	aag:5576263
AAEL012429	7159.Q16M45	AAEL012429-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=262:Pfam_Smoothelin(11|60)+CH(155|254)+	AAEL012429,AAEL012429-PA,Q16M45,Q16M45_AEDAE,XM_001662513.1,XP_001662563.1	
AAEL012493	7159.Q16LX7	AAEL012493-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1172:CUB(15|146)+EGF_like(147|180)+Pfam_Kelch_5(273|312)+PSI(524|575)+PSI(698|748)+PSI(756|811)+EGF(820|858)+EGF_like(860|906)+TRANS(1028|1050)+	AAEL012493,AAEL012493-PA,Attractin,Q16LX7,Q16LX7_AEDAE,XM_001662566.1,XP_001662616.1	
AAEL012517	7159.Q16LU2	AAEL012517-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=357:	5577077,AAEL012517,AAEL012517-PA,Protein vein,Q16LU2,Q16LU2_AEDAE,XM_001662587.1,XP_001662637.1,XP_021697922,aag:5577077	aag:5577077
AAEL012541	7159.Q16LS6	AAEL012541-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=208:Pfam_Synapsin(95|192)+	AAEL012541,AAEL012541-PA,Q16LS6,Q16LS6_AEDAE,Synapsin,XM_001662593.1,XP_001662643.1	
AAEL012561	7159.Q16LQ3	Prominin (prom) protein.	https://smart.embl.de/smart/DDvec.cgi?smart=905:TRANS(54|73)+Pfam_Prominin(81|893)+	5579310,AAEL012561,AAEL012561-PA,Prominin (prom) protein,Prominin 1,Prominin-like protein isoform X1,Q16LQ3,Q16LQ3_AEDAE,XM_001662655.1,XP_001662705.1,XP_021695514,aag:5579310	aag:5579310
AAEL012626	7159.Q16LK2	AAEL012626-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=364:	AAEL012626,AAEL012626-PA,Q16LK2,Q16LK2_AEDAE,XM_001662699.1,XP_001662749.1	
AAEL012627	7159.Q16LK0	AAEL012627-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=1407:ANK(243|273)+ANK(277|306)+FN3(405|494)+RA(1291|1392)+	5576566,AAEL012627,AAEL012627-PA,Q16LK0,Q16LK0_AEDAE,Uncharacterized protein LOC5576566 isoform X1,XM_001662701.1,XP_001662751.1,XP_021693645,aag:5576566	aag:5576566
AAEL012640	7159.Q16LI4	AAEL012640-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=259:	AAEL012640,AAEL012640-PA,Q16LI4,Q16LI4_AEDAE,XM_001662717.1,XP_001662767.1	
AAEL012655	7159.Q16LG8	Sugar transporter; Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family.	https://smart.embl.de/smart/DDvec.cgi?smart=423:Pfam_Sugar_tr(1|385)+	5576631,AAEL012655,AAEL012655-PA,Facilitated trehalose transporter,Q16LG8,Q16LG8_AEDAE,Sugar transporter,XM_001662733.1,XP_001662783.1,XP_021695777,aag:5576631	aag:5576631
AAEL012707	7159.Q16LB3	AAEL012707-PA; Belongs to the peptidase C19 family.	https://smart.embl.de/smart/DDvec.cgi?smart=258:Pfam_UCH_1(7|169)+	3.4.19.12,5578851,AAEL012707,AAEL012707-PA,EC 3.4.19.12,Nuclear receptor coactivator 6 isoform X1,Q16LB3,Q16LB3_AEDAE,Ubiquitin carboxyl-terminal hydrolase 10,XM_001662767.1,XP_001662817.1,XP_021699337,aag:5578851	aag:5578851
AAEL012723	7159.Q16L96	AAEL012723-PA; Belongs to the protein kinase superfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=404:S_TKc(93|372)+	2.7.12.2,5576696,AAEL012723,AAEL012723-PA,EC 2.7.12.2,Mitogen-activated protein kinase kinase 1,Q16L96,Q16L96_AEDAE,XM_001662787.1,XP_001662837,XP_001662837.1,aag:5576696	aag:5576696
AAEL012837	7159.Q16KY3	AAEL012837-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=64:SIGNAL(1|20)+	5576854,AAEL012837,AAEL012837-PA,Q16KY3,Q16KY3_AEDAE,Uncharacterized protein LOC5576854,XM_001656229.1,XP_001656279,XP_001656279.1,aag:5576854	aag:5576854
AAEL012850	7159.Q16KW9	AAEL012850-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=239:	5579261,AAEL012850,AAEL012850-PA,Q16KW9,Q16KW9_AEDAE,Uncharacterized protein LOC5579261 isoform X1,XM_001662915.2,XP_001662965.1,XP_021708436,aag:5579261	aag:5579261
AAEL012905	7159.Q16KQ8	AAEL012905-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=5429:EGF_like(21|57)+EGF(80|115)+EGF(127|162)+EGF(185|220)+EGF(236|271)+FOLN(294|315)+EGF(342|374)+EGF(397|432)+FOLN(442|464)+FOLN(500|521)+EGF(549|584)+FOLN(607|628)+EGF_like(655|691)+EGF(714|749)+EGF(762|797)+EGF(805|855)+EGF(871|906)+FOLN(929|950)+EGF(977|1009)+EGF(1032|1067)+FOLN(1077|1099)+FOLN(1135|1156)+EGF(1184|1219)+EGF(1242|1277)+FOLN(1290|1312)+EGF(1349|1384)+FOLN(1397|1419)+EGF(1440|1490)+EGF(1506|1541)+FOLN(1564|1585)+EGF(1612|1644)+EGF(1667|1702)+FOLN(1712|1734)+FOLN(1770|1791)+FOLN(1815|1837)+EGF(1873|1908)+FOLN(1921|1943)+EGF(1980|2015)+EGF(2027|2062)+EGF(2070|2120)+EGF(2136|2171)+FOLN(2194|2215)+EGF(2242|2274)+EGF(2297|2332)+FOLN(2342|2364)+EGF(2400|2435)+EGF(2449|2484)+EGF(2507|2542)+EGF(2555|2591)+EGF(2614|2649)+FOLN(2662|2684)+EGF(2705|2755)+EGF(2771|2806)+FOLN(2829|2850)+EGF(2878|2910)+EGF(2933|2968)+EGF(2978|3013)+FOLN(3036|3057)+EGF(3086|3121)+FOLN(3144|3165)+FOLN(3194|3216)+FOLN(3253|3274)+FOLN(3299|3321)+FOLN(3359|3380)+EGF(3447|3482)+EGF(3513|3551)+PTI(3548|3573)+FOLN(3575|3598)+PTI(3609|3634)+EGF(3627|3669)+FOLN(3692|3715)+PTI(3732|3756)+EGF(3758|3795)+FOLN(3819|3843)+FOLN(3883|3905)+PTI(3911|3945)+EGF(3947|3988)+PTI(3985|4013)+EGF(4015|4051)+PTI(4054|4080)+FOLN(4082|4104)+PTI(4117|4145)+EGF_like(4143|4180)+EGF(4204|4241)+EGF(4265|4303)+PTI(4304|4331)+EGF_like(4333|4374)+PTI(4371|4402)+EGF(4461|4498)+PTI(4557|4588)+EGF(4586|4627)+PTI(4624|4652)+EGF(4650|4687)+FOLN(4711|4733)+PTI(4739|4769)+EGF(4771|4808)+PTI(4805|4832)+EGF(4830|4875)+PTI(4955|4984)+EGF(4987|5023)+ZP(5040|5278)+TRANS(5365|5387)+	5576948,AAEL012905,AAEL012905-PA,Q16KQ8,Q16KQ8_AEDAE,XM_001662993.1,XP_001663043.1,XP_021700494,aag:5576948	aag:5576948
AAEL012908	7159.Q16KR0	AAEL012908-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=965:EGF_like(33|70)+EGF(114|155)+EGF_like(240|277)+EGF(317|352)+	AAEL012908,AAEL012908-PA,Q16KR0,Q16KR0_AEDAE,XM_001662991.1,XP_001663041.1	
AAEL012909	7159.Q16KR1	AAEL012909-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=3461:EGF(55|95)+EGF_CA(96|136)+EGF_CA(137|179)+EGF_CA(180|219)+EGF_CA(220|258)+EGF_CA(259|299)+EGF_CA(300|339)+EGF_CA(340|383)+WR1(380|411)+EGF_CA(423|465)+FOLN(467|489)+EGF_CA(507|551)+EGF_CA(552|594)+PTI(591|618)+FOLN(631|653)+EGF_CA(667|707)+PTI(704|733)+EGF_CA(753|795)+EGF(819|857)+EGF_CA(858|900)+PTI(897|925)+EGF(943|978)+EGF_CA(979|1019)+PTI(1023|1047)+FOLN(1049|1071)+FOLN(1087|1109)+EGF_like(1134|1183)+EGF(1190|1225)+FOLN(1231|1253)+EGF_CA(1268|1308)+EGF_like(1328|1378)+FOLN(1408|1430)+PTI(1447|1474)+FOLN(1481|1504)+FOLN(1551|1575)+PTI(1586|1613)+FOLN(1620|1642)+EGF(1686|1724)+EGF(1728|1764)+FOLN(1790|1811)+PTI(1826|1852)+EGF(1917|1956)+PTI(1953|1980)+PTI(1998|2023)+EGF_like(2025|2057)+EGF_CA(2058|2099)+PTI(2096|2122)+EGF(2124|2163)+FOLN(2189|2210)+EGF_CA(2224|2264)+PTI(2261|2287)+EGF(2289|2326)+EGF(2350|2387)+WR1(2384|2411)+PTI(2449|2475)+EGF(2482|2519)+PTI(2516|2541)+EGF(2543|2580)+EGF(2584|2621)+FOLN(2650|2672)+PTI(2686|2713)+EGF(2721|2773)+PTI(2770|2797)+PTI(2812|2839)+FOLN(2862|2884)+PTI(2897|2925)+EGF_like(2990|3034)+PTI(3043|3072)+EGF(3116|3153)+EGF(3237|3274)+PTI(3271|3296)+EGF(3298|3335)+EGF(3341|3379)+FOLN(3385|3408)+	AAEL012909,AAEL012909-PA,Q16KR1,Q16KR1_AEDAE,XM_001662990.1,XP_001663040.1	
AAEL012910	7159.Q16KQ9	AAEL012910-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=5644:FOLN(2276|2299)+EGF(2340|2377)+EGF(2404|2440)+EGF(2450|2498)+FOLN(2503|2525)+EGF(2544|2581)+EGF(2586|2625)+FOLN(2630|2651)+EGF(2673|2709)+FOLN(2715|2738)+FOLN(2778|2799)+EGF_like(2823|2863)+FOLN(2882|2904)+EGF(2990|3025)+FOLN(3033|3055)+EGF_like(3092|3127)+EGF(3138|3174)+FOLN(3197|3218)+FOLN(3246|3268)+EGF(3304|3339)+EGF(3351|3388)+EGF(3411|3446)+FOLN(3458|3478)+EGF(3514|3549)+EGF(3558|3593)+EGF(3616|3651)+EGF(3663|3699)+EGF(3722|3757)+EGF(3829|3864)+FOLN(3879|3901)+FOLN(3937|3958)+EGF(3984|4020)+EGF(4043|4078)+EGF(4090|4125)+EGF(4148|4183)+FOLN(4197|4219)+EGF(4255|4290)+EGF(4325|4361)+EGF(4384|4419)+EGF(4431|4466)+EGF(4489|4524)+EGF(4537|4572)+EGF(4595|4630)+FOLN(4644|4666)+EGF(4703|4738)+EGF(4751|4786)+EGF(4809|4844)+EGF(4858|4893)+EGF(4916|4951)+FOLN(4963|4985)+FOLN(5022|5043)+EGF(5070|5105)+EGF(5128|5163)+EGF(5177|5212)+EGF(5220|5270)+EGF(5282|5321)+EGF(5344|5379)+FOLN(5392|5414)+EGF(5450|5485)+EGF(5496|5531)+EGF(5554|5589)+	AAEL012910,AAEL012910-PA,Q16KQ9,Q16KQ9_AEDAE,XM_001662992.1,XP_001663042.1	
AAEL012974	7159.Q0IE94	Glycine cleavage system H protein; The H protein shuttles the methylamine group of glycine from the P protein to the T protein; Belongs to the GcvH family.	https://smart.embl.de/smart/DDvec.cgi?smart=163:Pfam_GCV_H(41|161)+	5575143,AAEL012974,Glycine cleavage system H protein,Glycine cleavage system H protein, mitochondrial,Q0IE94,Q0IE94_AEDAE,XM_001656269.1,XP_001656319.1,XP_021697917,aag:5575143	aag:5575143
AAEL012977	7159.Q0IE99	AAEL012977-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=105:IGc2(15|83)+	AAEL012977,AAEL012977-PA,Q0IE99,Q0IE99_AEDAE,XM_001656264.1,XP_001656314.1	
AAEL012979	7159.Q0IE98	AAEL012979-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=87:EGF(20|59)+	AAEL012979,AAEL012979-PA,Q0IE98,Q0IE98_AEDAE,XM_001656265.1,XP_001656315.1	
AAEL012988	7159.Q16KH2	Guanylate cyclase.	https://smart.embl.de/smart/DDvec.cgi?smart=763:Pfam_Pkinase(8|175)+CYCc(214|407)+	4.6.1.2,AAEL012988,Guanylate cyclase,Q16KH2,Q16KH2_AEDAE,XM_001663138.1,XP_001663188.1	
AAEL013066	7159.Q16KA6	AAEL013066-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=280:	2.7.11.1,23687802,AAEL013066,AAEL013066-PA,EC 2.7.11.1,Q16KA6,Q16KA6_AEDAE,Serine/threonine-protein kinase CHEK1,Serine/threonine-protein kinase grp,XM_001663221.1,XP_001663271.1,XP_011493701,aag:23687802	aag:23687802
AAEL013216	7159.Q16JU1	AAEL013216-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=412:Pfam_DUF4802(185|249)+	5577472,AAEL013216,AAEL013216-PA,Q16JU1,Q16JU1_AEDAE,XM_001663349.1,XP_001663399.1,XP_021699383,aag:5577472	aag:5577472
AAEL013252	7159.Q16JQ4	AAEL013252-PB.	https://smart.embl.de/smart/DDvec.cgi?smart=239:RAB(36|199)+	5577537,AAEL013252,AAEL013252-PB,AAEL801165,Q16JQ4,Q16JQ4_AEDAE,Ras-related protein Rab-14,Ras-related protein Rab-14 isoform X3,XM_001656500.2,XP_001656549,XP_001656550.2,aag:5577537	aag:5577537
AAEL013268	7159.Q16JN7	AAEL013268-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=273:SIGNAL(1|33)+	5577554,AAEL013268,AAEL013268-PA,Q16JN7,Q16JN7_AEDAE,Trithorax group protein osa isoform X1,XM_001663377.1,XP_001663427.1,XP_021696671,aag:5577554	aag:5577554
AAEL013380	7159.Q16JC3	AAEL013380-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=152:SIGNAL(1|24)+Pfam_Chitin_bind_4(81|133)+	5577796,AAEL013380,AAEL013380-PA,Cuticle protein 19,Q16JC3,Q16JC3_AEDAE,XM_001663513.1,XP_001663563.1,XP_021698955,aag:5577796	aag:5577796
AAEL013510	7159.Q16IY0	AAEL013510-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=933:SAM(468|531)+	5578126,AAEL013510,AAEL013510-PA,Protein Smaug isoform X1,Q16IY0,Q16IY0_AEDAE,Smaug protein,XM_001663649.1,XP_001663699.1,XP_021699193,aag:5578126	aag:5578126
AAEL013529	7159.Q16IW8	AAEL013529-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=243:Pfam_Synapsin(95|192)+Pfam_Synapsin_C(194|241)+	5565053,AAEL013529,AAEL013529-PA,Q16IW8,Q16IW8_AEDAE,Synapsin,XM_001663661.1,XP_001663711.1,XP_021705226,aag:5565053	aag:5565053
AAEL013532	7159.Q16IV3	AAEL013532-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=283:SIGNAL(1|22)+	5578154,AAEL013532,AAEL013532-PA,Q16IV3,Q16IV3_AEDAE,Uncharacterized protein LOC5578154 isoform X2,XM_001663675.1,XP_001663725,XP_001663725.1,aag:5578154	aag:5578154
AAEL013602	7159.Q16IN4	AAEL013602-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=697:LamG(1|129)+LamG(539|676)+	AAEL013602,AAEL013602-PA,Q16IN4,Q16IN4_AEDAE,XM_001663760.1,XP_001663810.1	
AAEL013651	7159.Q16II4	AAEL013651-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=298:ZnF_C2H2(60|82)+ZnF_C2H2(198|220)+ZnF_C2H2(226|248)+ZnF_C2H2(254|276)+	AAEL013651,AAEL013651-PA,Q16II4,Q16II4_AEDAE,XM_001663788.1,XP_001663838.1	
AAEL013654	7159.Q16II5	AAEL013654-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=574:BTB(16|110)+	AAEL013654,AAEL013654-PA,Q16II5,Q16II5_AEDAE,XM_001663787.1,XP_001663837.1	
AAEL013684	7159.Q16IG3	AAEL013684-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=228:	5578392,AAEL013684,AAEL013684-PA,Q16IG3,Q16IG3_AEDAE,Uncharacterized protein LOC5578392 isoform X3,XM_001663809.1,XP_001663859,XP_001663859.1,aag:5578392	aag:5578392
AAEL013758	7159.Q16I88	AAEL013758-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=237:Pfam_C2-set_2(63|138)+	5578571,AAEL013758,AAEL013758-PA,Q16I88,Q16I88_AEDAE,Uncharacterized protein LOC5578571,XM_001663912.1,XP_001663962,XP_001663962.1,aag:5578571	aag:5578571
AAEL013770	7159.Q16I75	Zinc finger protein.	https://smart.embl.de/smart/DDvec.cgi?smart=1020:SET(60|179)+ZnF_C2H2(698|720)+ZnF_C2H2(726|748)+ZnF_C2H2(754|776)+ZnF_C2H2(782|804)+ZnF_C2H2(810|830)+	5578584,AAEL013770,AAEL013770-PA,PR domain zinc finger protein 1 isoform X1,Q16I75,Q16I75_AEDAE,XM_001663925.1,XP_001663975.1,XP_021697776,Zinc finger protein,aag:5578584	aag:5578584
AAEL013830	7159.Q16I15	Bmp-induced factor.	https://smart.embl.de/smart/DDvec.cgi?smart=445:BTB(3|103)+ZnF_C2H2(381|404)+ZnF_C2H2(409|432)+	AAEL013830,AAEL013830-PA,Bmp-induced factor,Q16I15,Q16I15_AEDAE,XM_001663969.1,XP_001664019.1	
AAEL013846	7159.Q16HZ9	AAEL013846-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=104:	AAEL013846,AAEL013846-PA,Q16HZ9,Q16HZ9_AEDAE,XM_001663985.1,XP_001664035.1	
AAEL013965	7159.Q16HN5	AAEL013965-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=416:RING(233|273)+	2.3.2.27,5579026,AAEL013965,AAEL013965-PA,E3 ubiquitin-protein ligase RNF115/126,E3 ubiquitin-protein ligase RNF126,EC 2.3.2.27,Q16HN5,Q16HN5_AEDAE,XM_001664157.1,XP_001664207.1,XP_021705203,aag:5579026	aag:5579026
AAEL013986	7159.Q16HL0	AAEL013986-PA.	http://smart.embl.de/smart/DDvec.cgi?smart=205:	110677232,AAEL013986,AAEL013986-PA,Q16HL0,Q16HL0_AEDAE,Uncharacterized protein LOC110677232,XM_001657199.1,XP_001657249.1,XP_021703992,aag:110677232	aag:110677232
AAEL013997	7159.Q16HK0	AAEL013997-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=340:WD40(44|83)+WD40(86|125)+WD40(132|170)+WD40(173|212)+WD40(215|254)+WD40(257|298)+WD40(301|340)+	5579061,AAEL013997,AAEL013997-PA,Q16HK0,Q16HK0_AEDAE,XM_001657210.1,XP_001657260.1,XP_021697430,aag:5579061	aag:5579061
AAEL014033	7159.Q16HG5	AAEL014033-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=351:RRM(2|77)+RRM(267|340)+	5579195,AAEL014033,AAEL014033-PA,CUG-BP- and ETR3-like factor,CUGBP Elav-like family member 4 isoform X1,Q16HG5,Q16HG5_AEDAE,XM_001664242.1,XP_001664292.1,XP_021699414,aag:5579195	aag:5579195
AAEL014109	7159.Q16H88	AAEL014109-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=651:Pfam_MFS_1(224|494)+	AAEL014109,AAEL014109-PA,Q16H88,Q16H88_AEDAE,XM_001647993.1,XP_001648043.1	
AAEL014132	7159.Q16H74	AAEL014132-PA.	https://smart.embl.de/smart/DDvec.cgi?smart=361:Pfam_Arrestin_N(6|147)+Arrestin_C(171|301)+	AAEL014132,AAEL014132-PA,Q16H74,Q16H74_AEDAE,XM_001648033.1,XP_001648083.1	
