"uniprot_id","species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q16YG3","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL008554","AAEL008554-PA.","protein-tyrosine-phosphatase",NA,"cell differentiation; intracellular signal transduction; mitotic cell cycle","non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding","Src homology 2 domains","PTPN11","SH2,Y_phosphatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YG5","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL008552","AAEL008552-PA.","protein-tyrosine-phosphatase",NA,"cell differentiation; intracellular signal transduction; mitotic cell cycle","non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding","Protein tyrosine phosphatase activity. It is involved in the biological process described with protein dephosphorylation","PTPN11","SH2,Y_phosphatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YG8","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL008528","AAEL008528-PA.","protein-tyrosine-phosphatase",NA,"anatomical structure morphogenesis; intracellular signal transduction; mitotic cell cycle; neuron development","non-membrane spanning protein tyrosine phosphatase activity; phosphotyrosine residue binding","Protein tyrosine phosphatase n11","PTPN11","SH2,Y_phosphatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YZ8","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL008362","AAEL008362-PA.",NA,NA,NA,"glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity","Sulfatase protein","SULF1","DUF3740,Sulfatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YZ9","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL008372","Sulfatase-1, sulf-1.",NA,NA,NA,"glycosaminoglycan binding; N-acetylglucosamine-6-sulfatase activity","Sulfatase","SULF1","DUF3740,Sulfatase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Z01","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL008371","AAEL008371-PA.",NA,NA,NA,"GTPase activator activity","GTPase-activator protein for Ras-like GTPases","NF1","CRAL_TRIO_2,RasGAP","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16ZB6","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL008248","Eukaryotic translation initiation factor 2A; Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl- tRNAi to 40S ribosomal subunits. In contrast to the eIF-2 complex, it binds methionyl-tRNAi to 40S subunits in a codon-dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40S subunits in a GTP-dependent manner.","Eukaryotic translation initiation factor 2A","Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl-tRNAi to 40S ribosomal subunits. In contrast to the eIF-2 complex, it binds methionyl-tRNAi to 40S subunits in a codon-dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40S subunits in a GTP-dependent manner","regulation of translation","mRNA binding; ribosome binding; translation initiation factor activity; tRNA binding","Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl-tRNAi to 40S ribosomal subunits. In contrast to the eIF- 2 complex, it binds methionyl-tRNAi to 40 S subunits in a codon- dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40 S subunits in a GTP-dependent manner. May act by impiging the expression of specific proteins","EIF2A","eIF2A","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170K4","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL007888","Protein 4.1 homolog (Coracle protein), putative.","Moesin/ezrin/radixin homolog 1",NA,"actomyosin structure organization; animal organ morphogenesis; neuron differentiation","actin binding; structural molecule activity","4.1 protein C-terminal domain (CTD)","EPB41L2","4_1_CTD,FA,FERM_C,FERM_M,FERM_N,SAB","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170K8","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL007876","Tyrosine protein kinase with ig domain; Belongs to the protein kinase superfamily. Tyr protein kinase family.","Tyrosine-protein kinase-like otk","Acts as a calcium-dependent, homophilic cell adhesion molecule that regulates neural recognition during the development of the nervous system. Component of the repulsive Plexin signaling response to regulate motor axon guidance at the embryonic stage. Also component of a receptor complex that is required in the adult visual system to innervate the lamina layer; specific targeting of R1-R6 axons","cell surface receptor protein tyrosine kinase signaling pathway; neurogenesis; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; metal ion binding; transmembrane receptor protein tyrosine kinase activity","Tyrosine protein kinase with ig domain","PTK7","I-set,Ig_3,Pkinase_Tyr","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q170V1","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL007791","AAEL007791-PA.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q171J8","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"TOLL1A","Toll-like receptor; Belongs to the Toll-like receptor family.",NA,NA,"toll-like receptor signaling pathway","signaling receptor activity","Toll-like Receptor","Tl","LRRNT,LRR_5,LRR_8,TIR","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q172A6","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL007465","AAEL007465-PA.",NA,NA,NA,NA,"Smoothelin cytoskeleton protein","SMTN","CH,Smoothelin","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q172L3","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL007331","AAEL007331-PA.",NA,NA,"animal organ development; system development",NA,"Plexin repeat","ATRN","CUB,EGF_2,Kelch_1,Kelch_3,Kelch_4,Kelch_5,Kelch_6,Laminin_EGF,Lectin_C,PSI","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q173B0","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL007217","AAEL007217-PA.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q174K3","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL006876","AAEL006876-PA.",NA,NA,"mRNA transport; regulation of translation","RNA binding","Igf2 mRNA binding protein","IGF2BP3","KH_1,RRM_1","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q174R8","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL006813","AAEL006813-PA.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q174R9","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL006803","AAEL006803-PA.",NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q174W8","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"GPRFZ2","AAEL006778-PA; Belongs to the G-protein coupled receptor Fz/Smo family.",NA,NA,"canonical Wnt signaling pathway; non-canonical Wnt signaling pathway","G protein-coupled receptor activity; Wnt receptor activity; Wnt-protein binding","Belongs to the G-protein coupled receptor Fz Smo family","FZD5","Frizzled,Fz","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q177R3","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL006057","AAEL006057-PA.",NA,NA,"regulation of translation","mRNA binding","RNA recognition motif","MSI1","RRM_1","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q177S2","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL006038","AAEL006038-PA.",NA,NA,"cytoskeleton organization; regulation of cell shape; regulation of transcription by RNA polymerase II",NA,"Wd-repeat protein","BRWD3","Bromodomain,WD40","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q178N5","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL005832","AAEL005832-PA.","Programmed cell death protein 4",NA,"negative regulation of DNA-templated transcription",NA,"Programmed cell death","PDCD4","MA3","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q178X8","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL005741","Forkhead protein/ forkhead protein domain.","Forkhead box protein L2",NA,"anatomical structure morphogenesis; cell differentiation","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","Forkhead protein forkhead protein domain","FOXL2","Forkhead","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17A00","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL005452","AAEL005452-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","protein dimerization activity","TFAP4","HLH","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BK4","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL004934","AAEL004934-PA.",NA,NA,NA,NA,"S phase cyclin A-associated protein in the endoplasmic reticulum","SCAPER","SCAPER_N,zf-met","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BN5","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL004900","AAEL004900-PA; Belongs to the FPP/GGPP synthase family.",NA,NA,"isoprenoid biosynthetic process; pheromone biosynthetic process","metal ion binding; prenyl diphosphate synthase activity","Belongs to the FPP GGPP synthase family","GGPS1","polyprenyl_synt","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BY7","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL004737","Lim domain binding protein.",NA,NA,NA,"LIM domain binding","LIM-domain binding protein","LDB2","LIM_bind","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C29","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL004715","AAEL004715-PA.","Anti-proliferative protein domain-containing protein",NA,"negative regulation of cell population proliferation",NA,"BTG family","BTG1","BTG","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C39","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL004717","AAEL004717-PA.",NA,NA,"axon guidance","cyclin-dependent protein serine/threonine kinase activator activity; protein kinase binding","Cyclin-dependent kinase 5 activator","CDK5R1","CDK5_activator","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C93","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL004651","Multiple ankyrin repeats single kh domain protein.",NA,NA,"innate immune response",NA,"Multiple ankyrin repeats single kh domain protein",NA,"Ank,Ank_2,Ank_3,Ank_4","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CG1","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL004549","AAEL004549-PA.",NA,NA,"neurotransmitter secretion",NA,"Synapsin, ATP binding domain","SYN3","Synapsin,Synapsin_C,Synapsin_N","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17D24","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL004351","AAEL004351-PC; Belongs to the protein kinase superfamily.","non-specific serine/threonine protein kinase",NA,"regulation of protein localization; Wnt signaling pathway","ATP binding; protein serine/threonine kinase activity","Casein kinase 1 gamma C terminal","CSNK1G2","CK1gamma_C,Pkinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DB6","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL004255","Zinc finger protein.",NA,NA,"adaptive immune response; cell fate commitment; innate immune response","DNA-binding transcription repressor activity, RNA polymerase II-specific; N-methyltransferase activity; protein methyltransferase activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; S-adenosylmethionine-dependent methyltransferase activity; zinc ion binding","SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain","PRDM1","SET,zf-C2H2","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DL2","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL004133","AAEL004133-PA.",NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DM5","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL004088","Aldo-keto reductase.",NA,NA,NA,"oxidoreductase activity",NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E44","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","MAP/microtubule affinity-regulating kinase 3","Serine/threonine-protein kinase. Involved in the specific phosphorylation of microtubule-associated proteins for MAP2 and MAP4. Phosphorylates the microtubule-associated protein MAPT/TAU. Phosphorylates CDC25C on 'Ser-216'. Regulates localization and activity of some histone deacetylases by mediating phosphorylation of HDAC7, promoting subsequent interaction between HDAC7 and 14-3-3 and export from the nucleus. Regulates localization and activity of MITF by mediating its phosphorylation, promoting subsequent interaction between MITF and 14-3-3 and retention in the cytosol. Negatively regulates the Hippo signaling pathway and antagonizes the phosphorylation of LATS1. Cooperates with DLG5 to inhibit the kinase activity of STK3/MST2 toward LATS1. Phosphorylates PKP2 and KSR1","intracellular signal transduction; microtubule cytoskeleton organization","ATP binding; protein serine/threonine kinase activity","MAP microtubule affinity-regulating kinase",NA,"KA1,Pkinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17EB3","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL003861","AAEL003861-PA.",NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II",NA,"Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17EP7","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL003731","Nuclear body associated kinase, putative.","non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity; protein tyrosine kinase activity","Nuclear body associated kinase","HIPK1","Pkinase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F07","Aedes aegypti","GO:0048856","Anatomical structure development",148,2924,0.3,0.92,2.84e-14,"AAEL003609","AAEL003609-PA.",NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
