"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"A0A182G3N7"," RP20_CCG002233","AALF002233",NA,"protein_coding","Aedes albopictus","JXUM01S001171",0.243105,"",38.62,1,27165,1542,27165,8838,16785,1
"A0A182GC42"," RP20_CCG007311","AALF007311",NA,"protein_coding","Aedes albopictus","JXUM01S001690",0.243192,"",40.29,1,18762,4161,6247,7,2079,3
"A0A182HC90"," RP20_CCG026429.2","AALF026429",NA,"protein_coding","Aedes albopictus","JXUM01S000875",0.247345,"Dolichol phosphate-mannose biosynthesis regulatory protein [Source:UniProtKB/TrEMBL;Acc:A0A182HC90]",36.47,1,6255,255,6013,290,5468,2
"A0A182GMV3"," CCG012680.1","AALF012680",NA,"protein_coding","Aedes albopictus","JXUM01S000299",0.248616,"sin3a-associated protein sap130 [Source:Projected from Aedes aegypti (AAEL007252) VB Community Annotation]",41.72,1,18206,4032,6068,759,1277,6
"A0A182H391"," RP20_CCG020801","AALF020801",NA,"protein_coding","Aedes albopictus","JXUM01S000593",0.250317,"",38.96,1,2518,516,1630,407,707,3
"A0A182G364"," CCG001937.1","AALF001937",NA,"protein_coding","Aedes albopictus","JXUM01S001155",0.25075,"",41.87,1,11779,1968,3270,113,1189,2
"A0A182GBC6"," RP20_CCG006880","AALF006880",109405016,"protein_coding","Aedes albopictus","JXUM01S001646",0.25186,"",39.4,1,10375,1011,10375,173,9191,1
"A0A182HDF6"," RP20_CCG027168","AALF027168",NA,"protein_coding","Aedes albopictus","JXUM01S000920",0.254138,"pcdc2/rp-8 (programmed cell death protein 2) [Source:Projected from Aedes aegypti (AAEL013902) VB Community Annotation]",41.08,1,8345,1059,1607,76,472,6
"A0A182HBZ8"," RP20_CCG026228.2","AALF026228",NA,"protein_coding","Aedes albopictus","JXUM01S000864",0.254339,"",40.06,1,12969,1086,12870,128,11656,2
"A0A182G4U8"," CCG002974.1","AALF002974",NA,"protein_coding","Aedes albopictus","JXUM01S001234",0.259372,"Ubiquitinyl hydrolase 1 [Source:UniProtKB/TrEMBL;Acc:A0A182G4U8]",41.58,1,25365,3771,9534,5335,428,6
"A0A182G6M7"," RP20_CCG004117","AALF004117",NA,"protein_coding","Aedes albopictus","JXUM01S001330",0.259559,"",49.14,1,753,525,753,65,163,1
"A0A023ERC5"," CCG001650.3","AALF001650",NA,"protein_coding","Aedes albopictus","JXUM01S001135",0.262564,"",39.62,1,51279,777,33355,21467,11111,4
"A0A023EIL7"," CCG007410.1","AALF007410",109427759,"protein_coding","Aedes albopictus","JXUM01S001701",0.265146,"Glucosamine 6-phosphate N-acetyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A023EIL7]",39.97,1,8475,639,1196,176,381,4
"A0A023EPT7"," CCG006898.1","AALF006898",NA,"protein_coding","Aedes albopictus","JXUM01S001645",0.266447,"leucine rich repeat protein [Source:Projected from Aedes aegypti (AAEL003554) VB Community Annotation]",38.95,1,81074,1407,2959,462,1090,10
"A0A023EU44"," CCG004531.1","AALF004531",NA,"protein_coding","Aedes albopictus","JXUM01S001369",0.272865,"GATA transcription factor (GATAd) [Source:Projected from Aedes aegypti (AAEL010221) VB Community Annotation]",38.49,1,9388,1125,1125,NA,NA,3
"A0A182G3U2"," RP20_CCG002318.4","AALF002318",NA,"protein_coding","Aedes albopictus","JXUM01S001180",0.273489,"",38.86,1,11853,2130,8288,4712,1446,6
"A0A023EX67"," RP20_CCG018417","AALF018417",NA,"protein_coding","Aedes albopictus","JXUM01S000513",0.273575,"",55.94,1,522,411,522,39,72,1
"A0A182G5F1"," CCG003361.1","AALF003361",NA,"protein_coding","Aedes albopictus","JXUM01S001265",0.274122,"nucleosome assembly protein [Source:Projected from Aedes aegypti (AAEL005567) VB Community Annotation]",39.22,1,5924,1191,4635,260,3184,2
"A0A182GLB9"," RP20_CCG026595","AALF026595",109417539,"protein_coding","Aedes albopictus","JXUM01S000892",0.276778,"",46.9,1,3228,1029,3228,1196,1003,1
"A0A182H7W6"," RP20_CCG023649","AALF023649",NA,"protein_coding","Aedes albopictus","JXUM01S000720",0.278015,"sprouty [Source:Projected from Aedes aegypti (AAEL014510) VB Community Annotation]",42.22,1,62110,1827,62110,51593,8690,1
"A0A182H656"," RP20_CCG022522","AALF022522",NA,"protein_coding","Aedes albopictus","JXUM01S000671",0.279872,"",44.24,1,1544,531,1544,609,404,1
"A0A182G698"," CCG003867.1","AALF003867",109432996,"protein_coding","Aedes albopictus","JXUM01S001305",0.282505,"",39.64,1,11429,828,11292,9828,636,3
"A0A182G573"," CCG003701.1","AALF003701",NA,"protein_coding","Aedes albopictus","JXUM01S001292",0.283002,"",44.12,1,16055,1659,4212,1276,1277,4
"A0A182GV54"," RP20_CCG016301","AALF016301",NA,"protein_coding","Aedes albopictus","JXUM01S000431",0.283298,"",50.05,1,2170,945,2170,298,927,1
"A0A182GUP1"," CCG016085.1","AALF016085",NA,"protein_coding","Aedes albopictus","JXUM01S000435",0.283736,"atlastin [Source:Projected from Aedes aegypti (AAEL003109) VB Community Annotation]",41.15,1,56409,1644,31666,28586,1436,7
"A0A182GU57"," CCG015811.1","AALF015811",NA,"protein_coding","Aedes albopictus","JXUM01S000411",0.284743,"",39.14,1,28862,2724,3969,767,478,10
"A0A182GT68"," RP20_CCG015324","AALF015324",NA,"protein_coding","Aedes albopictus","JXUM01S000386",0.285994,"",39.41,1,14701,1533,1613,41,39,7
"A0A023EWR1"," CCG009771.2","AALF009771",NA,"protein_coding","Aedes albopictus","JXUM01S000223",0.28668,"",40.29,1,46350,2391,28964,23732,2841,5
"A0A023ET90"," CCG018418.2","AALF018418",NA,"protein_coding","Aedes albopictus","JXUM01S000513",0.287077,"",42.16,1,54160,1683,3737,383,1671,8
"A0A023EXG8"," CCG025689.1","AALF025689",NA,"protein_coding","Aedes albopictus","JXUM01S000828",0.287101,"",48.16,1,2282,1149,2282,474,659,1
"A0A182G551"," CCG003159.1","AALF003159",NA,"protein_coding","Aedes albopictus","JXUM01S001294",0.28748,"",40.56,1,25848,756,12258,37,11465,4
"A0A023EQP1"," RP20_CCG020977","AALF020977",NA,"protein_coding","Aedes albopictus","JXUM01S000610",0.288037,"leucine-rich transmembrane protein [Source:Projected from Aedes aegypti (AAEL002307) VB Community Annotation]",42.26,1,28742,1542,5659,710,3407,4
"A0A182H7I4"," CCG023410.1","AALF023410",NA,"protein_coding","Aedes albopictus","JXUM01S000717",0.291855,"Putative translocase of outer membrane [Source:Projected from Aedes aegypti lvpagwg (AAEL019995) UniProtKB/TrEMBL;Acc:A0A0N8ERY3]",44.96,1,4277,2853,4181,1277,51,2
"A0A182GY22"," CCG017917.1","AALF017917",NA,"protein_coding","Aedes albopictus","JXUM01S000488",0.296322,"WD-repeat protein [Source:Projected from Aedes aegypti lvpagwg (AAEL013866) VB Community Annotation]",43.12,1,9990,2937,4192,134,1121,6
"A0A182HFB7"," RP20_CCG028469.2","AALF028469",NA,"protein_coding","Aedes albopictus","JXUM01S001006",0.297138,"",37.98,1,14259,447,13918,540,12931,4
"A0A182GYQ3"," RP20_CCG018285","AALF018285",NA,"protein_coding","Aedes albopictus","JXUM01S000503",0.304792,"synaptic vesicle protein [Source:Projected from Aedes aegypti (AAEL015283) VB Community Annotation]",49.53,1,2990,1572,2879,169,1138,3
"A0A182G4V0"," RP20_CCG002976","AALF002976",NA,"protein_coding","Aedes albopictus","JXUM01S001234",0.305546,"",50.74,1,678,399,678,193,86,1
"A0A182HBY3"," CCG026212.1","AALF026212",NA,"protein_coding","Aedes albopictus","JXUM01S001086",0.30812,"protein phosphatase 2c [Source:Projected from Aedes aegypti (AAEL007171) VB Community Annotation]",40.7,1,38627,2718,3096,143,235,3
"A0A023ECQ0"," CCG001317.1","AALF001317",109430248,"protein_coding","Aedes albopictus","JXUM01S001107",0.308351,"",38.32,1,4938,333,4845,246,4266,2
"A0A182HF28"," RP20_CCG028309","AALF028309",NA,"protein_coding","Aedes albopictus","JXUM01S001001",0.320938,"",40.44,1,727,240,727,157,330,1
"A0A023EHT5"," RP20_CCG008133","AALF008133",109433320,"protein_coding","Aedes albopictus","JXUM01S000203",0.322045,"Putative amelogenin [Source:UniProtKB/TrEMBL;Acc:A0A023EHT5]",47.24,1,980,501,916,55,360,2
"Q6DLT4"," CCG000723.1","AALF000723",NA,"protein_coding","Aedes albopictus","JXUM01S000562",0.327371,"Sodium channel protein [Source:UniProtKB/TrEMBL;Acc:A0A182G1I1]",38.51,1,279113,6171,6171,NA,NA,32
"A0A182H2P2"," CCG020491.1","AALF020491",NA,"protein_coding","Aedes albopictus","JXUM01S000577",0.328523,"sulphate transporter [Source:Projected from Aedes aegypti (AAEL003548) VB Community Annotation]",40.73,1,48991,2055,34506,31785,666,6
"A0A182GFC6"," RP20_CCG014149","AALF014149",NA,"protein_coding","Aedes albopictus","JXUM01S000351",0.329511,"heterogeneous nuclear ribonucleoprotein [Source:Projected from Aedes aegypti (AAEL010467) VB Community Annotation]",40.75,1,11490,1104,2545,301,1140,4
"A0A182HEX1"," RP20_CCG028192","AALF028192",NA,"protein_coding","Aedes albopictus","JXUM01S000981",0.33254,"",49.82,1,556,321,556,2,233,1
"A0A182GE93"," RP20_CCG008414","AALF008414",NA,"protein_coding","Aedes albopictus","JXUM01S000201",0.339305,"Non-specific serine/threonine protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182GE93]",40.71,1,39831,4179,6688,478,2031,6
"A0A182GSS4"," RP20_CCG015087","AALF015087",NA,"protein_coding","Aedes albopictus","JXUM01S000382",0.340063,"protein transport protein sec23 [Source:Projected from Aedes aegypti (AAEL007484) VB Community Annotation]",42.65,1,21531,2316,5764,279,3169,3
"A0A182GR14"," RP20_CCG014223","AALF014223",NA,"protein_coding","Aedes albopictus","JXUM01S000354",0.345181,"",48.62,1,2571,1005,2571,258,1308,1
"A0A023EI03"," RP20_CCG023780.2","AALF023780",NA,"protein_coding","Aedes albopictus","JXUM01S000727",0.352079,"",36.85,1,19990,516,592,47,29,4
"A0A182GXA5"," CCG017499.1","AALF017499",NA,"protein_coding","Aedes albopictus","JXUM01S000464",0.352243,"",43.06,1,85532,2817,15195,1141,11237,4
"A0A023EQE1"," RP20_CCG020920","AALF020920",109412243,"protein_coding","Aedes albopictus","JXUM01S000595",0.352381,"Serine/threonine-protein phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A023EQE1]",40.82,1,27045,924,2784,670,1190,3
"A0A182H7E8"," CCG023342.1","AALF023342",NA,"protein_coding","Aedes albopictus","JXUM01S000713",0.352917,"",45.91,1,2357,1164,2357,79,1114,1
"A0A182H343"," CCG020712.1","AALF020712",NA,"protein_coding","Aedes albopictus","JXUM01S000582",0.353178,"amino acid transporter [Source:Projected from Aedes aegypti lvpagwg (AAEL007191) VB Community Annotation]",41.05,1,9234,1428,2156,22,706,7
"A0A182GI06"," CCG010259.1","AALF010259",109397596,"protein_coding","Aedes albopictus","JXUM01S000242",0.355631,"phosphatidylinositol 3-kinase catalytic subunit alpha, beta, delta [Source:Projected from Aedes aegypti (AAEL002903) VB Community Annotation]",40.2,1,49621,3171,8283,2031,3081,5
"A0A023EQ29"," CCG016461.1","AALF016461",NA,"protein_coding","Aedes albopictus","JXUM01S000427",0.361185,"",36.93,1,12788,2310,3461,68,1083,4
"A0A023EMI9"," RP20_CCG024021","AALF024021",NA,"protein_coding","Aedes albopictus","JXUM01S000741",0.362428,"",43.01,1,2862,1791,2153,101,261,4
"A0A182GQV8"," RP20_CCG014152","AALF014152",NA,"protein_coding","Aedes albopictus","JXUM01S000351",0.364583,"",40.86,1,19500,2565,13954,9886,1503,3
"A0A023ETE8"," RP20_CCG021758","AALF021758",109623113,"protein_coding","Aedes albopictus","JXUM01S000635",0.367292,"splicing factor yt521-b [Source:Projected from Aedes aegypti (AAEL002272) VB Community Annotation]",41.34,1,27156,1776,27156,22102,3278,1
"A0A023EUU3"," CCG015467.1","AALF015467",NA,"protein_coding","Aedes albopictus","JXUM01S000033",0.371493,"Polypeptide N-acetylgalactosaminyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GTH0]",38.83,1,29151,1947,3406,491,968,7
"A0A023ETD8"," CCG024561.1","AALF024561",NA,"protein_coding","Aedes albopictus","JXUM01S000772",0.373472,"",47.65,1,6294,2970,4974,220,1784,7
"A0A023EHT6"," CCG019692.1","AALF019692",NA,"protein_coding","Aedes albopictus","JXUM01S000546",0.379781,"",41.19,1,38946,3513,19554,115,15926,17
"A0A182H3G2"," CCG020921.1","AALF020921",NA,"protein_coding","Aedes albopictus","JXUM01S000595",0.383907,"NAD-dependent protein deacylase [Source:UniProtKB/TrEMBL;Acc:A0A182H3G2]",48.84,1,1253,933,1182,97,152,2
"A0A182GVC4"," CCG016401.1","AALF016401",NA,"protein_coding","Aedes albopictus","JXUM01S000043",0.385923,"",43.36,1,28262,2172,28262,1815,24275,1
"A0A182H404"," CCG021254.1","AALF021254",NA,"protein_coding","Aedes albopictus","JXUM01S000640",0.390103,"",46.18,1,2226,531,2226,634,1061,1
"A0A182GFE7"," RP20_CCG008969.2","AALF008969",NA,"protein_coding","Aedes albopictus","JXUM01S000208",0.395615,"ubiquitin specific protease 2, [Source:Projected from Aedes aegypti (AAEL010854) VB Community Annotation]",40.07,1,20160,1764,2928,222,942,9
"A0A023EXF3"," RP20_CCG018290","AALF018290",109424811,"protein_coding","Aedes albopictus","JXUM01S000503",0.396862,"Malic enzyme [Source:UniProtKB/TrEMBL;Acc:A0A182GYQ8]",42.71,1,25408,1875,3894,487,1532,4
"A0A023ER06"," RP20_CCG018204","AALF018204",NA,"protein_coding","Aedes albopictus","JXUM01S000494",0.406436,"RNA binding motif protein 4,lark [Source:Projected from Aedes aegypti (AAEL013982) VB Community Annotation]",44.74,1,1681,672,1681,279,730,1
"A0A182H5K8"," RP20_CCG022199","AALF022199",NA,"protein_coding","Aedes albopictus","JXUM01S000654",0.408117,"",49.12,1,1020,687,1020,256,77,1
"A0A182H1W9"," RP20_CCG020086","AALF020086",NA,"protein_coding","Aedes albopictus","JXUM01S000560",0.414804,"",51.39,1,1117,252,1117,330,535,1
"A0A023EVR9"," RP20_CCG008617.2","AALF008617",NA,"protein_coding","Aedes albopictus","JXUM01S000238",0.415023,"Acyl-coenzyme A oxidase [Source:UniProtKB/TrEMBL;Acc:A0A182GEP3]",39.34,1,15342,1722,2636,230,684,6
"A0A182H1J3"," CCG019875.1","AALF019875",NA,"protein_coding","Aedes albopictus","JXUM01S000554",0.419914,"",52.71,1,1032,408,1032,428,196,1
"A0A182GKK1"," CCG011519.1","AALF011519",NA,"protein_coding","Aedes albopictus","JXUM01S000016",0.427739,"",42.91,1,45644,2337,42232,39506,389,7
"A0A023EPE8"," RP20_CCG016021","AALF016021",NA,"protein_coding","Aedes albopictus","JXUM01S000410",0.431607,"",41.75,1,29073,1074,1970,184,712,6
"A0A023ESD6"," RP20_CCG009106","AALF009106",NA,"protein_coding","Aedes albopictus","JXUM01S000215",0.432022,"",38.6,1,31319,1203,22569,19819,1547,4
"A0A182GUX7"," CCG016191.1","AALF016191",NA,"protein_coding","Aedes albopictus","JXUM01S000420",0.433429,"ATP-dependent RNA helicase [Source:Projected from Aedes aegypti (AAEL011534) VB Community Annotation]",43.57,1,20312,3819,5410,74,1517,4
"A0A182GDA5"," CCG007937.2","AALF007937",NA,"protein_coding","Aedes albopictus","JXUM01S000193",0.447227,"ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]",41.06,1,93345,4671,49617,33227,11719,10
"A0A182G4X0"," CCG014125.1","AALF014125",NA,"protein_coding","Aedes albopictus","JXUM01S000340",0.471724,"Mitochondrial fission 1 protein [Source:UniProtKB/TrEMBL;Acc:A0A182G4X0]",38.67,1,15945,459,459,NA,NA,3
"A0A182GH29"," RP20_CCG009773","AALF009773",NA,"protein_coding","Aedes albopictus","JXUM01S000223",0.480044,"",44.72,1,1288,780,1288,96,412,1
"A0A182HE32"," CCG027634.1","AALF027634",NA,"protein_coding","Aedes albopictus","JXUM01S000101",0.480812,"dual specificity mitogen-activated protein kinase kinase hemipterous MAPKK [Source:Projected from Aedes aegypti (AAEL003359) VB Community Annotation]",39.68,1,31905,3126,6523,684,2713,9
"A0A182H356"," CCG020733.1","AALF020733",NA,"protein_coding","Aedes albopictus","JXUM01S000061",0.488222,"pangolin [Source:Projected from Aedes aegypti (AAEL000656) VB Community Annotation]",47.72,1,6117,2262,6117,1742,2113,1
"A0A182GDL6"," RP20_CCG008086","AALF008086",NA,"protein_coding","Aedes albopictus","JXUM01S000204",0.488953,"",49.95,1,2016,1290,2016,30,696,1
"A0A182GRP7"," RP20_CCG014552","AALF014552",NA,"protein_coding","Aedes albopictus","JXUM01S000367",0.494049,"",41.83,1,20760,3195,15639,11865,579,5
"A0A182GJ26"," CCG010763.1","AALF010763",NA,"protein_coding","Aedes albopictus","JXUM01S000249",0.500696,"",40.09,1,17714,1599,4715,786,2330,4
"A0A182H4D2"," RP20_CCG028366","AALF028366",NA,"protein_coding","Aedes albopictus","JXUM01S000102",0.505222,"brat protein [Source:Projected from Aedes aegypti (AAEL004918) VB Community Annotation]",50.36,1,3838,2718,3838,855,265,1
"A0A182GZU3"," RP20_CCG018905","AALF018905",NA,"protein_coding","Aedes albopictus","JXUM01S000046",0.512386,"zinc finger protein [Source:Projected from Aedes aegypti (AAEL009509) VB Community Annotation]",45.23,1,2724,1251,2284,269,764,4
"A0A182GCX7"," CCG007750.2","AALF007750",109400184,"protein_coding","Aedes albopictus","JXUM01S000184",0.51557,"peptidyl-prolyl cis-trans isomerase (cyclophilin) [Source:Projected from Aedes aegypti (AAEL006054) VB Community Annotation]",44.46,1,10831,2229,4556,433,1894,2
"A0A182GJK2"," CCG011049.1","AALF011049",NA,"protein_coding","Aedes albopictus","JXUM01S000027",0.527902,"",36.24,1,23338,621,9529,244,8664,6
"A0A182HE33"," RP20_CCG027635","AALF027635",NA,"protein_coding","Aedes albopictus","JXUM01S000101",0.528802,"",42.91,1,19902,1707,3780,564,1509,5
"A0A023EMA3"," RP20_CCG026959","AALF026959",109414601,"protein_coding","Aedes albopictus","JXUM01S000088",0.536992,"Putative heat shock protein [Source:UniProtKB/TrEMBL;Acc:A0A023EMA3]",47.83,1,1292,750,1214,146,318,2
"A0A182GTH6"," CCG015473.1","AALF015473",NA,"protein_coding","Aedes albopictus","JXUM01S000033",0.554593,"Protein kinase C [Source:Projected from Aedes aegypti (AAEL001108) UniProtKB/TrEMBL;Acc:Q17M58]",38.74,1,105174,1587,52950,50084,1279,9
"A0A182G6D5"," CCG003951.1","AALF003951",NA,"protein_coding","Aedes albopictus","JXUM01S000148",0.557328,"",52.13,1,2064,963,2064,643,458,1
"A0A182GPU8"," CCG013614.1","AALF013614",NA,"protein_coding","Aedes albopictus","JXUM01S000030",0.5607,"",50.15,1,5262,2985,4852,601,1266,4
"A0A182HDE5"," RP20_CCG027144","AALF027144",NA,"protein_coding","Aedes albopictus","JXUM01S000006",0.584225,"",40.5,1,22911,2961,12297,430,8906,3
"A0A1W7R5R5"," CCG012195.1","AALF012195",NA,"protein_coding","Aedes albopictus","JXUM01S000022",0.587788,"",49.73,1,1277,870,870,NA,NA,2
"A0A182G6D8"," CCG003954.1","AALF003954",NA,"protein_coding","Aedes albopictus","JXUM01S000148",0.593607,"",43.11,1,6537,321,6537,3029,3187,1
"A0A182GSA0"," CCG000039.1","AALF000039",NA,"protein_coding","Aedes albopictus","JXUM01S000105",0.621842,"crk [Source:Projected from Aedes aegypti (AAEL006523) VB Community Annotation]",46.74,1,1397,843,1397,180,374,1
"A0A182HAT9"," CCG025490.1","AALF025490",NA,"protein_coding","Aedes albopictus","JXUM01S000117",0.627257,"",43,1,2756,1476,2582,480,626,4
"A0A182GT04"," RP20_CCG015221","AALF015221",NA,"protein_coding","Aedes albopictus","JXUM01S000038",0.727739,"",40.21,1,56222,2151,56222,52869,1202,1
"A0A023ETA1"," CCG027132.1","AALF027132",NA,"protein_coding","Aedes albopictus","JXUM01S000026",0.789125,"",41.96,1,7877,1503,7674,246,5925,3
"A0A182GNI2"," CCG012962.1","AALF012962",NA,"protein_coding","Aedes albopictus","JXUM01S000008",0.887913,"odd Oz protein [Source:Projected from Aedes aegypti (AAEL000405) VB Community Annotation]",39.36,1,66662,7500,11589,96,3993,10
"A0A023EE00",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EFJ7",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EFN5",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EFU6",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EFV4",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EH01",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EHN3",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EI65",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EJF7",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EJK9",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EJQ3",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023ELS4",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EMA2",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EMK8",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EMP1",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EN63",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EN89",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EPB0",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EPZ6",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EQ72",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EQM7",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EQR6",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023ERG1",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023ERH8",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023ERR0",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023ERS1",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023ES98",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023ESN6",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023ESS5",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023ET23",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023ET88",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023ETF7",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EUJ3",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EUP2",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EV28",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EVX5",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EW10",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EW87",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EWB3",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EWJ7",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EWN9",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A023EXF7",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A0E3J9X2",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G0L9",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G0Q0",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G0T6",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G0U6",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G1E4",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G1E7",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G1N5",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G204",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G2N5",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G2Q1",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G2V5",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G3J1",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G3N4",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G3U1",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G4H0",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0A182G4S7",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
