"Gene ID","source_id","Organism","Gene Name or Symbol","Transcript Product Description","UniProt ID(s)"
"AAEL000204","AAEL000204-RI","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000204","AAEL000204-RJ","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000204","AAEL000204-RK","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000204","AAEL000204-RL","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000204","AAEL000204-RM","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000204","AAEL000204-RN","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PV8,Q17PV9"
"AAEL000204","AAEL000204-RO","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000206","AAEL000206-RB","Aedes aegypti LVP_AGWG","N/A","ninjurin A, putative","Q17PZ0"
"AAEL000208","AAEL000208-RA","Aedes aegypti LVP_AGWG","N/A","copii-coated vesicle membrane protein P24","Q17PZ5,Q6E5W8"
"AAEL000210","AAEL000210-RA","Aedes aegypti LVP_AGWG","mRpL2","mitochondrial ribosomal protein L2","Q17PV7"
"AAEL000211","AAEL000211-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PZ7"
"AAEL000213","AAEL000213-RA","Aedes aegypti LVP_AGWG","N/A","d-amino acid oxidase","A0A1S4EV77,Q17Q17"
"AAEL000214","AAEL000214-RA","Aedes aegypti LVP_AGWG","N/A","vacuolar protein sorting (vps33)","Q17Q10"
"AAEL000215","AAEL000215-RA","Aedes aegypti LVP_AGWG","N/A","ribonuclease P, 29kD-subunit, putative","A0A1S4EV75,Q17PZ1"
"AAEL000216","AAEL000216-RA","Aedes aegypti LVP_AGWG","N/A","elongase, putative","A0A1S4EV93,Q17Q13"
"AAEL000217","AAEL000217-RA","Aedes aegypti LVP_AGWG","N/A","serine/threonine protein kinase","A0A1S4EVA4,Q17Q09"
"AAEL000217","AAEL000217-RB","Aedes aegypti LVP_AGWG","N/A","serine/threonine protein kinase","N/A"
"AAEL000217","AAEL000217-RC","Aedes aegypti LVP_AGWG","N/A","serine/threonine protein kinase","N/A"
"AAEL000219","AAEL000219-RA","Aedes aegypti LVP_AGWG","N/A","lactoylglutathione lyase","Q17PU4"
"AAEL000221","AAEL000221-RA","Aedes aegypti LVP_AGWG","N/A","mediator complex, subunit, putative","A0A1S4EV81"
"AAEL000221","AAEL000221-RB","Aedes aegypti LVP_AGWG","N/A","mediator complex, subunit, putative","Q17PS7"
"AAEL000223","AAEL000223-RA","Aedes aegypti LVP_AGWG","N/A","alpha-glucosidase","Q17PT5"
"AAEL000224","AAEL000224-RA","Aedes aegypti LVP_AGWG","N/A","serine protease","A0A0P6K0Q1,A0A1S4EV87,Q17PV5,Q1DGX4"
"AAEL000224","AAEL000224-RB","Aedes aegypti LVP_AGWG","N/A","serine protease","A0A1S4EV87"
"AAEL000226","AAEL000226-RA","Aedes aegypti LVP_AGWG","N/A","J domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4EV88]","A0A1S4EV88,Q17PS5"
"AAEL000227","AAEL000227-RA","Aedes aegypti LVP_AGWG","SCRB8","Class B Scavenger Receptor (CD36 domain).","A0A1S4EVA3,Q17PS1"
"AAEL000229","AAEL000229-RA","Aedes aegypti LVP_AGWG","N/A","prosialokinin precursor","P42634"
"AAEL000230","AAEL000230-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PT4"
"AAEL000231","AAEL000231-RA","Aedes aegypti LVP_AGWG","N/A","oligopeptidase","Q17PU3"
"AAEL000234","AAEL000234-RA","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","A0A1S4EVC1"
"AAEL000234","AAEL000234-RB","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","A0A1S4EVC1"
"AAEL000234","AAEL000234-RC","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","A0A1S4EVC1"
"AAEL000234","AAEL000234-RD","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","A0A1S4EVC1"
"AAEL000234","AAEL000234-RE","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","A0A1S4EVC1"
"AAEL000234","AAEL000234-RF","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","A0A1S4EVC1"
"AAEL000234","AAEL000234-RG","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","A0A1S4EVC1,Q17PS3"
"AAEL000234","AAEL000234-RH","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","N/A"
"AAEL000234","AAEL000234-RI","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","N/A"
"AAEL000234","AAEL000234-RJ","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","N/A"
"AAEL000234","AAEL000234-RK","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","N/A"
"AAEL000234","AAEL000234-RL","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","N/A"
"AAEL000234","AAEL000234-RM","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","N/A"
"AAEL000234","AAEL000234-RN","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","N/A"
"AAEL000234","AAEL000234-RO","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","N/A"
"AAEL000234","AAEL000234-RP","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","N/A"
"AAEL000234","AAEL000234-RQ","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","N/A"
"AAEL000234","AAEL000234-RR","Aedes aegypti LVP_AGWG","SCRB7","Class B Scavenger Receptor (CD36 domain).","N/A"
"AAEL000235","AAEL000235-RA","Aedes aegypti LVP_AGWG","N/A","PP1c_bdg domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4EV95]","A0A1S4EV95,Q17PS4"
"AAEL000236","AAEL000236-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PT2"
"AAEL000238","AAEL000238-RB","Aedes aegypti LVP_AGWG","CLIPD9","Clip-Domain Serine Protease  family D.","A0A1S4EVB2,Q17PV4"
"AAEL000238","AAEL000238-RC","Aedes aegypti LVP_AGWG","CLIPD9","Clip-Domain Serine Protease  family D.","A0A1S4EVB2,Q17PV4"
"AAEL000238","AAEL000238-RD","Aedes aegypti LVP_AGWG","CLIPD9","Clip-Domain Serine Protease  family D.","N/A"
"AAEL000239","AAEL000239-RB","Aedes aegypti LVP_AGWG","N/A","clathrin coat assembly protein","Q17PU7"
"AAEL000240","AAEL000240-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PR6"
"AAEL000240","AAEL000240-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0P6IVQ6"
"AAEL000240","AAEL000240-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000241","AAEL000241-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PT6"
"AAEL000242","AAEL000242-RA","Aedes aegypti LVP_AGWG","N/A","voltage-gated potassium channel","A0A1S4EVA2"
"AAEL000242","AAEL000242-RB","Aedes aegypti LVP_AGWG","N/A","voltage-gated potassium channel","N/A"
"AAEL000242","AAEL000242-RC","Aedes aegypti LVP_AGWG","N/A","voltage-gated potassium channel","N/A"
"AAEL000242","AAEL000242-RD","Aedes aegypti LVP_AGWG","N/A","voltage-gated potassium channel","Q17PT9"
"AAEL000242","AAEL000242-RE","Aedes aegypti LVP_AGWG","N/A","voltage-gated potassium channel","Q17PU0"
"AAEL000242","AAEL000242-RF","Aedes aegypti LVP_AGWG","N/A","voltage-gated potassium channel","N/A"
"AAEL000243","AAEL000243-RB","Aedes aegypti LVP_AGWG","N/A","leucine-rich transmembrane protein","Q17PV0"
"AAEL000244","AAEL000244-RA","Aedes aegypti LVP_AGWG","N/A","alpha(1,3)fucosyltransferase","Q17PU5"
"AAEL000245","AAEL000245-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PR8"
"AAEL000246","AAEL000246-RA","Aedes aegypti LVP_AGWG","GPRSTN","GPCR Frizzled/Smoothened Family","A0A1S4EVA6"
"AAEL000246","AAEL000246-RB","Aedes aegypti LVP_AGWG","GPRSTN","GPCR Frizzled/Smoothened Family","Q17PS6"
"AAEL000246","AAEL000246-RC","Aedes aegypti LVP_AGWG","GPRSTN","GPCR Frizzled/Smoothened Family","A0A1S4EVA6"
"AAEL000246","AAEL000246-RD","Aedes aegypti LVP_AGWG","GPRSTN","GPCR Frizzled/Smoothened Family","N/A"
"AAEL000246","AAEL000246-RE","Aedes aegypti LVP_AGWG","GPRSTN","GPCR Frizzled/Smoothened Family","N/A"
"AAEL000246","AAEL000246-RF","Aedes aegypti LVP_AGWG","GPRSTN","GPCR Frizzled/Smoothened Family","N/A"
"AAEL000246","AAEL000246-RG","Aedes aegypti LVP_AGWG","GPRSTN","GPCR Frizzled/Smoothened Family","N/A"
"AAEL000247","AAEL000247-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PU2"
"AAEL000247","AAEL000247-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000248","AAEL000248-RA","Aedes aegypti LVP_AGWG","N/A","GTP binding protein","A0A1S4EVC2,Q17PS8"
"AAEL000249","AAEL000249-RA","Aedes aegypti LVP_AGWG","N/A","mitochondrial carrier protein","Q17PU1"
"AAEL000249","AAEL000249-RB","Aedes aegypti LVP_AGWG","N/A","mitochondrial carrier protein","N/A"
"AAEL000249","AAEL000249-RC","Aedes aegypti LVP_AGWG","N/A","mitochondrial carrier protein","N/A"
"AAEL000249","AAEL000249-RD","Aedes aegypti LVP_AGWG","N/A","mitochondrial carrier protein","N/A"
"AAEL000249","AAEL000249-RE","Aedes aegypti LVP_AGWG","N/A","mitochondrial carrier protein","N/A"
"AAEL000250","AAEL000250-RB","Aedes aegypti LVP_AGWG","N/A","forkhead box protein (AaegFOXP)","N/A"
"AAEL000250","AAEL000250-RC","Aedes aegypti LVP_AGWG","N/A","forkhead box protein (AaegFOXP)","N/A"
"AAEL000250","AAEL000250-RD","Aedes aegypti LVP_AGWG","N/A","forkhead box protein (AaegFOXP)","N/A"
"AAEL000250","AAEL000250-RE","Aedes aegypti LVP_AGWG","N/A","forkhead box protein (AaegFOXP)","N/A"
"AAEL000250","AAEL000250-RF","Aedes aegypti LVP_AGWG","N/A","forkhead box protein (AaegFOXP)","A0A1S4EVB3,Q17PT0"
"AAEL000251","AAEL000251-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PU6"
"AAEL000252","AAEL000252-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PV1"
"AAEL000254","AAEL000254-RB","Aedes aegypti LVP_AGWG","N/A","nuclear factor i","N/A"
"AAEL000254","AAEL000254-RC","Aedes aegypti LVP_AGWG","N/A","nuclear factor i","Q17PT3"
"AAEL000254","AAEL000254-RD","Aedes aegypti LVP_AGWG","N/A","nuclear factor i","N/A"
"AAEL000255","AAEL000255-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVB8,Q17PR7"
"AAEL000256","AAEL000256-RA","Aedes aegypti LVP_AGWG","SCRB9","Class B Scavenger Receptor (CD36 domain).","Q17PS2"
"AAEL000256","AAEL000256-RB","Aedes aegypti LVP_AGWG","SCRB9","Class B Scavenger Receptor (CD36 domain).","Q17PS2"
"AAEL000256","AAEL000256-RC","Aedes aegypti LVP_AGWG","SCRB9","Class B Scavenger Receptor (CD36 domain).","Q17PS2"
"AAEL000256","AAEL000256-RD","Aedes aegypti LVP_AGWG","SCRB9","Class B Scavenger Receptor (CD36 domain).","N/A"
"AAEL000256","AAEL000256-RE","Aedes aegypti LVP_AGWG","SCRB9","Class B Scavenger Receptor (CD36 domain).","N/A"
"AAEL000257","AAEL000257-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PM9"
"AAEL000258","AAEL000258-RB","Aedes aegypti LVP_AGWG","N/A","5'-nucleotidase [Source:UniProtKB/TrEMBL;Acc:Q17PQ5]","Q17PQ4,Q17PQ5"
"AAEL000260","AAEL000260-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVC0,Q17PP7"
"AAEL000261","AAEL000261-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVD5,Q17PQ6"
"AAEL000263","AAEL000263-RA","Aedes aegypti LVP_AGWG","N/A","Zinc finger protein jing homolog","Q17PR1"
"AAEL000263","AAEL000263-RB","Aedes aegypti LVP_AGWG","N/A","Zinc finger protein jing homolog","N/A"
"AAEL000263","AAEL000263-RC","Aedes aegypti LVP_AGWG","N/A","Zinc finger protein jing homolog","N/A"
"AAEL000263","AAEL000263-RD","Aedes aegypti LVP_AGWG","N/A","Zinc finger protein jing homolog","N/A"
"AAEL000263","AAEL000263-RE","Aedes aegypti LVP_AGWG","N/A","Zinc finger protein jing homolog","N/A"
"AAEL000265","AAEL000265-RA","Aedes aegypti LVP_AGWG","N/A","Protein crossbronx homolog","Q17PP1"
"AAEL000266","AAEL000266-RB","Aedes aegypti LVP_AGWG","GPRNNA21","GPCR Orphan/Putative Class A Family","N/A"
"AAEL000266","AAEL000266-RC","Aedes aegypti LVP_AGWG","GPRNNA21","GPCR Orphan/Putative Class A Family","Q17PM8"
"AAEL000266","AAEL000266-RD","Aedes aegypti LVP_AGWG","GPRNNA21","GPCR Orphan/Putative Class A Family","N/A"
"AAEL000267","AAEL000267-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PM1"
"AAEL000267","AAEL000267-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PM2"
"AAEL000268","AAEL000268-RB","Aedes aegypti LVP_AGWG","N/A","lipase","N/A"
"AAEL000268","AAEL000268-RC","Aedes aegypti LVP_AGWG","N/A","lipase","Q17PN5"
"AAEL000268","AAEL000268-RD","Aedes aegypti LVP_AGWG","N/A","lipase","N/A"
"AAEL000268","AAEL000268-RE","Aedes aegypti LVP_AGWG","N/A","lipase","N/A"
"AAEL000269","AAEL000269-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PN1"
"AAEL000270","AAEL000270-RA","Aedes aegypti LVP_AGWG","N/A","26S proteasome regulatory subunit 7, psd7 [Source:UniProtKB/TrEMBL;Acc:Q17PP0]","Q17PP0"
"AAEL000271","AAEL000271-RC","Aedes aegypti LVP_AGWG","N/A","gamma-glutamyl hydrolase","Q17PM0"
"AAEL000271","AAEL000271-RD","Aedes aegypti LVP_AGWG","N/A","gamma-glutamyl hydrolase","Q17PL9"
"AAEL000271","AAEL000271-RE","Aedes aegypti LVP_AGWG","N/A","gamma-glutamyl hydrolase","A0A1S4EVC9,Q17PL8"
"AAEL000272","AAEL000272-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVE5,Q17PN9"
"AAEL000272","AAEL000272-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000275","AAEL000275-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000275","AAEL000275-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PP4"
"AAEL000275","AAEL000275-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000275","AAEL000275-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000276","AAEL000276-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVD4,Q17PN7"
"AAEL000276","AAEL000276-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000276","AAEL000276-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000276","AAEL000276-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000276","AAEL000276-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000278","AAEL000278-RA","Aedes aegypti LVP_AGWG","N/A","poly(p)/ATP NAD kinase","A0A1S4EVG6,Q17PN6"
"AAEL000278","AAEL000278-RB","Aedes aegypti LVP_AGWG","N/A","poly(p)/ATP NAD kinase","N/A"
"AAEL000278","AAEL000278-RC","Aedes aegypti LVP_AGWG","N/A","poly(p)/ATP NAD kinase","N/A"
"AAEL000278","AAEL000278-RD","Aedes aegypti LVP_AGWG","N/A","poly(p)/ATP NAD kinase","N/A"
"AAEL000278","AAEL000278-RE","Aedes aegypti LVP_AGWG","N/A","poly(p)/ATP NAD kinase","N/A"
"AAEL000279","AAEL000279-RB","Aedes aegypti LVP_AGWG","N/A","N-formylmethionylaminoacyl-tRNA deformylase, putative","A0A1S4EVE6,Q17PR2"
"AAEL000281","AAEL000281-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PM6"
"AAEL000281","AAEL000281-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PM6"
"AAEL000281","AAEL000281-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PM6"
"AAEL000282","AAEL000282-RB","Aedes aegypti LVP_AGWG","N/A","syntaxin, putative","Q1DGV4"
"AAEL000283","AAEL000283-RB","Aedes aegypti LVP_AGWG","CTLMA16","C-Type Lectin (CTL) - mannose binding.","A0A1S4EVH0,Q17PN3"
"AAEL000284","AAEL000284-RA","Aedes aegypti LVP_AGWG","N/A","Protein-lysine N-methyltransferase AAEL000284 [Source:UniProtKB/TrEMBL;Acc:Q17PM4]","Q17PM4"
"AAEL000284","AAEL000284-RB","Aedes aegypti LVP_AGWG","N/A","Protein-lysine N-methyltransferase AAEL000284 [Source:UniProtKB/TrEMBL;Acc:Q17PM4]","Q17PM4"
"AAEL000285","AAEL000285-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVE3"
"AAEL000285","AAEL000285-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVE3,Q17PQ0"
"AAEL000287","AAEL000287-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVG2,Q17PQ3"
"AAEL000288","AAEL000288-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PM5"
"AAEL000288","AAEL000288-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000288","AAEL000288-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000288","AAEL000288-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000288","AAEL000288-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000288","AAEL000288-RF","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000288","AAEL000288-RG","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000288","AAEL000288-RH","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000289","AAEL000289-RA","Aedes aegypti LVP_AGWG","N/A","ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4EVF5]","A0A1S4EVF5,Q17PP6"
"AAEL000289","AAEL000289-RB","Aedes aegypti LVP_AGWG","N/A","ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4EVF5]","A0A1S4EVF5"
"AAEL000290","AAEL000290-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q16F78,Q17PQ1"
"AAEL000291","AAEL000291-RA","Aedes aegypti LVP_AGWG","N/A","V-type proton ATPase 16 kDa proteolipid subunit [Source:UniProtKB/Swiss-Prot;Acc:O16110]","O16110"
"AAEL000292","AAEL000292-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVE9,Q17PQ7"
"AAEL000292","AAEL000292-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000293","AAEL000293-RA","Aedes aegypti LVP_AGWG","N/A","ebna2 binding protein P100","Q17PM3"
"AAEL000294","AAEL000294-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVI0,Q17PP2"
"AAEL000297","AAEL000297-RA","Aedes aegypti LVP_AGWG","mRpS25","mitochondrial ribosomal protein S25","Q17PN8"
"AAEL000298","AAEL000298-RA","Aedes aegypti LVP_AGWG","N/A","sodium/chloride dependent amino acid transporter","A0A1S4EVF3,Q17PP5"
"AAEL000299","AAEL000299-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVF4,Q17PQ2"
"AAEL000301","AAEL000301-RA","Aedes aegypti LVP_AGWG","N/A","heat shock protein","Q17PR3"
"AAEL000304","AAEL000304-RF","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVG4,Q17PF2,Q17PF3"
"AAEL000305","AAEL000305-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PG7"
"AAEL000308","AAEL000308-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PH7"
"AAEL000308","AAEL000308-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PH7"
"AAEL000308","AAEL000308-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PH7"
"AAEL000308","AAEL000308-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PH7"
"AAEL000308","AAEL000308-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PH7"
"AAEL000308","AAEL000308-RF","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PH6"
"AAEL000308","AAEL000308-RG","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000311","AAEL000311-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVK1,Q17PF8"
"AAEL000311","AAEL000311-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A0P6J181"
"AAEL000311","AAEL000311-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000312","AAEL000312-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVH7,Q17PG2"
"AAEL000314","AAEL000314-RB","Aedes aegypti LVP_AGWG","N/A","malate dehydrogenase","Q17PK0"
"AAEL000315","AAEL000315-RB","Aedes aegypti LVP_AGWG","N/A","pigeon protein (linotte protein)","A0A1S4EVJ3,Q17PG5"
"AAEL000315","AAEL000315-RC","Aedes aegypti LVP_AGWG","N/A","pigeon protein (linotte protein)","N/A"
"AAEL000315","AAEL000315-RD","Aedes aegypti LVP_AGWG","N/A","pigeon protein (linotte protein)","N/A"
"AAEL000316","AAEL000316-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PG1"
"AAEL000320","AAEL000320-RA","Aedes aegypti LVP_AGWG","CYP325T1","cytochrome P450","Q17PE0"
"AAEL000322","AAEL000322-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PL5"
"AAEL000322","AAEL000322-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","N/A"
"AAEL000323","AAEL000323-RA","Aedes aegypti LVP_AGWG","N/A","cysteine-rich venom protein, putative","Q16MT8,Q17PK3"
"AAEL000324","AAEL000324-RB","Aedes aegypti LVP_AGWG","N/A","tyrosine-protein kinase drl","A0A0P6IW15,Q17PG3"
"AAEL000326","AAEL000326-RB","Aedes aegypti LVP_AGWG","CYP325S1","cytochrome P450","Q17PE3"
"AAEL000327","AAEL000327-RB","Aedes aegypti LVP_AGWG","E78","Ecdysone-induced protein 78C  Nuclear receptor","N/A"
"AAEL000327","AAEL000327-RC","Aedes aegypti LVP_AGWG","E78","Ecdysone-induced protein 78C  Nuclear receptor","Q17PJ4"
"AAEL000328","AAEL000328-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVI9"
"AAEL000328","AAEL000328-RB","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PH0"
"AAEL000328","AAEL000328-RC","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PH0"
"AAEL000328","AAEL000328-RD","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PH0"
"AAEL000328","AAEL000328-RE","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PH0"
"AAEL000329","AAEL000329-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVJ0,Q17PH9"
"AAEL000330","AAEL000330-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","A0A1S4EVK8,Q1HRC8"
"AAEL000332","AAEL000332-RA","Aedes aegypti LVP_AGWG","N/A","Mitochondrial inner membrane protease ATP23 [Source:UniProtKB/TrEMBL;Acc:A0A1S4EVL9]","A0A1S4EVL9,Q17PI5"
"AAEL000334","AAEL000334-RB","Aedes aegypti LVP_AGWG","N/A","villin","N/A"
"AAEL000334","AAEL000334-RC","Aedes aegypti LVP_AGWG","N/A","villin","A0A1S4EVJ4,Q17PI4"
"AAEL000335","AAEL000335-RA","Aedes aegypti LVP_AGWG","N/A","lamin","A0A1S4EVJ5,Q17PF1"
"AAEL000336","AAEL000336-RA","Aedes aegypti LVP_AGWG","N/A","PID domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4EVL3]","A0A1S4EVL3,Q17PD7"
"AAEL000337","AAEL000337-RA","Aedes aegypti LVP_AGWG","N/A","unspecified product","Q17PG6"
"AAEL000338","AAEL000338-RB","Aedes aegypti LVP_AGWG","CYP325E3","cytochrome P450","Q17PD9"
"AAEL000340","AAEL000340-RB","Aedes aegypti LVP_AGWG","N/A","cytochrome P450","A0A1S4EVK0,Q17PD6"
"AAEL000341","AAEL000341-RB","Aedes aegypti LVP_AGWG","N/A","basic helix-loop-helix protein","Q17PH4"
"AAEL000342","AAEL000342-RB","Aedes aegypti LVP_AGWG","N/A","peroxidasin","N/A"
"AAEL000342","AAEL000342-RC","Aedes aegypti LVP_AGWG","N/A","peroxidasin","N/A"
"AAEL000342","AAEL000342-RD","Aedes aegypti LVP_AGWG","N/A","peroxidasin","N/A"
"AAEL000342","AAEL000342-RE","Aedes aegypti LVP_AGWG","N/A","peroxidasin","N/A"
"AAEL000342","AAEL000342-RF","Aedes aegypti LVP_AGWG","N/A","peroxidasin","A0A1S4G837,Q2UZU6"
"AAEL000342","AAEL000342-RG","Aedes aegypti LVP_AGWG","N/A","peroxidasin","N/A"
"AAEL000342","AAEL000342-RH","Aedes aegypti LVP_AGWG","N/A","peroxidasin","A0A1S4FF80,Q17PE4,Q17PE5,Q17PL6"
"AAEL000343","AAEL000343-RC","Aedes aegypti LVP_AGWG","N/A","serine/threonine-protein kinase vrk","N/A"
"AAEL000343","AAEL000343-RD","Aedes aegypti LVP_AGWG","N/A","serine/threonine-protein kinase vrk","A0A1S4EVK4,Q17PJ8,Q17PJ9"
