"uniprot_id","species","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q16JH7","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL012339","AAEL012339-PA; Belongs to the protein kinase superfamily.","cyclin-dependent kinase",NA,"G1/S transition of mitotic cell cycle; regulation of G2/M transition of mitotic cell cycle; regulation of gene expression; signal transduction","ATP binding; cyclin binding; cyclin-dependent protein serine/threonine kinase activity","Belongs to the protein kinase superfamily","CDK2","Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16JQ3","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL013250","AAEL013250-PA.",NA,NA,"regulation of autophagosome maturation","GTPase activator activity","Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.","TBC1D25","RabGAP-TBC","Rab-GAP-TBC domain","Rab-GTPase-TBC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16JV4","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL013203","AAEL013203-PA; Belongs to the peptidase C19 family.","Ubiquitin carboxyl-terminal hydrolase 47",NA,"protein deubiquitination; proteolysis","cysteine-type deubiquitinase activity","Belongs to the peptidase C19 family","USP47","UCH,Ubiquitin_2",NA,"Ubiquitin carboxyl-terminal hydrolase 47, ubiquitin-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16JZ7","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"GPRFZ1","GPCR Frizzled/Smoothened Family; Belongs to the G-protein coupled receptor Fz/Smo family.",NA,NA,"canonical Wnt signaling pathway; non-canonical Wnt signaling pathway","Wnt receptor activity; Wnt-protein binding","Belongs to the G-protein coupled receptor Fz Smo family","FZD7","Frizzled,Fz","Frizzled domain","Fz domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16K82","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL013086","AAEL013086-PA.",NA,NA,NA,"DNA-binding transcription activator activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","Zinc-finger associated domain (zf-AD)","ZKSCAN7","KRAB,SCAN,zf-AD,zf-C2H2,zf-C2H2_4,zf-C2H2_6,zf-met","Zinc finger C2H2-type","C2H2-type zinc finger","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16LF8","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL012657","AAEL012657-PA.",NA,NA,"exocytosis; intracellular protein transport; neurotransmitter transport; vesicle docking; vesicle fusion","SNAP receptor activity; SNARE binding","Syntaxin","STX1A","SNARE,Syntaxin","Syntaxin, N-terminal domain","Syntaxin","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16M89","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL012381","AAEL012381-PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16MZ3","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL012138","AAEL012138-PB.","Delta(24)-sterol reductase","Catalyzes the reduction of the delta-24 double bond of sterol intermediates during cholesterol biosynthesis. In addition to its cholesterol-synthesizing activity, can protect cells from oxidative stress by reducing caspase 3 activity during apoptosis induced by oxidative stress. Also protects against amyloid-beta peptide-induced apoptosis","steroid metabolic process","Delta24(24-1) sterol reductase activity; Delta24-sterol reductase activity; FAD binding","FAD binding domain","DHCR24","FAD_binding_4","FAD linked oxidase, N-terminal","FAD binding domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16N45","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL012092","AAEL012092-PA.",NA,NA,NA,NA,"Leucine rich repeat C-terminal domain",NA,"LRR_6,LRR_8",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16NT2","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL011867","AAEL011867-PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PA7","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL011709","Diacylglycerol kinase.","Diacylglycerol kinase",NA,"phospholipase C-activating G protein-coupled receptor signaling pathway","ATP binding; ATP-dependent diacylglycerol kinase activity; metal ion binding","Diacylglycerol kinase","DGKE","C1_1,DAGK_acc,DAGK_cat","Diacylglycerol kinase, catalytic domain","Diacylglycerol kinase catalytic domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PQ3","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL011576","AAEL011576-PA.",NA,NA,NA,"mRNA 3'-UTR binding; ribonucleoprotein complex binding; selenocysteine insertion sequence binding","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family","SECISBP2L","Ribosomal_L7Ae","Ribosomal protein eL8/eL30/eS12/Gadd45","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16PY9","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL011480","AAEL011480-PA.",NA,NA,"regulation of DNA-templated transcription; transcription elongation by RNA polymerase II","RNA polymerase II complex binding","Tetratricopeptide repeat","CTR9","TPR_16,TPR_19,TPR_2,TPR_8",NA,"Tetratricopeptide repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16Q37","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL011432","AAEL011432-PA.",NA,NA,"motor neuron axon guidance; negative regulation of cell adhesion; positive regulation of axonogenesis; regulation of cell migration; regulation of cell shape; sensory neuron axon guidance","semaphorin receptor activity","receptor activity. It is involved in the biological process described with","plexB","PSI,Plexin_cytopl,Sema,TIG","Plexin, TIG domain 2","TIG domain found in plexin","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16QS4","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL011191","AAEL011191-PA.",NA,NA,"regulation of glycogen biosynthetic process","glycogen binding; protein phosphatase 1 binding","Protein phosphatase 1 binding protein","PPP1R3B","CBM_21","CBM21 (carbohydrate binding type-21) domain","Carbohydrate/starch-binding module (family 21)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16TH4","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL010226","AAEL010226-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; protein dimerization activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding","helix loop helix domain","TCF4","HLH","Myc-type, basic helix-loop-helix (bHLH) domain","Helix-loop-helix DNA-binding domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16TJ0","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL010222","AAEL010222-PA.","GATA-type domain-containing protein",NA,"cell fate commitment; negative regulation of transcription by RNA polymerase II; positive regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","zinc finger binding to DNA consensus sequence [AT]GATA[AG]","GATA4","GATA,GATA-N","Zinc finger, GATA-type","GATA zinc finger","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16TV2","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL010124","Phosphoinositide phospholipase C.","Phosphoinositide phospholipase C",NA,"G protein-coupled receptor signaling pathway; lipid catabolic process; phosphatidylinositol metabolic process; phosphatidylinositol-mediated signaling; release of sequestered calcium ion into cytosol","phosphatidylinositol-4,5-bisphosphate phospholipase C activity","phosphatidylinositol phospholipase C activity. It is involved in the biological process described with intracellular signal transduction","PLCB2","C2,DUF1154,EF-hand_like,PI-PLC-X,PI-PLC-Y,PLC-beta_C","Phospholipase C, phosphatidylinositol-specific, Y domain","Phosphatidylinositol-specific phospholipase C, Y domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16U75","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL010015","AAEL010015-PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16U83","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"GPRFZ7","AAEL009983-PA; Belongs to the G-protein coupled receptor Fz/Smo family.",NA,NA,"canonical Wnt signaling pathway; non-canonical Wnt signaling pathway","Wnt receptor activity; Wnt-protein binding","Belongs to the G-protein coupled receptor Fz Smo family","FZD7","Frizzled,Fz","Frizzled/Smoothened, 7TM","Frizzled/Smoothened family membrane region","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16VE7","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL009588","Expressed protein (HR3).","Probable nuclear hormone receptor HR3","Putative receptor whose ligand is not yet known",NA,"nuclear receptor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","Ligand binding domain of hormone receptors","RORB","Hormone_recep,zf-C4","Zinc finger, nuclear hormone receptor-type","Double treble clef zinc finger, C4 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16VT5","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL009437","AAEL009437-PA.","CCR4-NOT transcription complex subunit 4","Has E3 ubiquitin ligase activity, promoting ubiquitination and degradation of target proteins. Involved in activation of the JAK/STAT pathway. Catalyzes ubiquitination of methylated RBM15. Plays a role in quality control of translation of mitochondrial outer membrane-localized mRNA. As part of the PINK1-regulated signaling, upon mitochondria damage, ubiquitinates ABCE1 and thereby recruits autophagy receptors to the mitochondrial outer membrane to initiate mitophagy","protein ubiquitination","RNA binding; ubiquitin-protein transferase activity; zinc ion binding","Zinc ion binding","CNOT4","RRM_1,zf-RING_4","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16W25","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL009364","AAEL009364-PA; Belongs to the protein kinase superfamily.","Cyclin-dependent kinase 12",NA,"positive regulation of transcription elongation by RNA polymerase II","ATP binding; cyclin binding; RNA polymerase II CTD heptapeptide repeat kinase activity","Serine/Threonine protein kinases, catalytic domain","CDK12","Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16W86","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL009300","AAEL009300-PA.","Novel acetylcholine receptor chaperone",NA,"chaperone-mediated protein complex assembly; positive regulation of protein localization to cell surface",NA,"DoxX-like family","TMEM35","DoxX_2","DoxX family","DoxX-like family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WA7","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL009304","AAEL009304-PA; Belongs to the syntaxin family.",NA,NA,"exocytosis; intracellular protein transport; neurotransmitter transport; vesicle docking; vesicle fusion","SNAP receptor activity; SNARE binding","Syntaxin","STX1A","SNARE,Syntaxin","Syntaxin, N-terminal domain","Syntaxin","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WI5","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL009212","AAEL009212-PC.",NA,"Putative transcription factor required for axon growth and guidance in the central and peripheral nervous systems. Repels CNS axons away from the midline by promoting the expression of the midline repellent sli and its receptor robo","axon midline choice point recognition; dendrite morphogenesis; gonad development; larval lymph gland hemopoiesis; larval somatic muscle development; nurse cell apoptotic process; R3/R4 cell fate commitment; R7 cell development; regulation of transcription by RNA polymerase II","zinc ion binding","Broad-Complex, Tramtrack and Bric a brac",NA,"BTB,zf-C2H2,zf-H2C2_5","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16WN0","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL009171","AAEL009171-PA.",NA,NA,"response to unfolded protein","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II transcription regulatory region sequence-specific DNA binding","basic region leucin zipper","CREBRF",NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16XQ1","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL008816","Vesicular monoamine transporter, putative.",NA,NA,"aminergic neurotransmitter loading into synaptic vesicle","serotonin:sodium:chloride symporter activity","vesicular monoamine","SLC18A1","MFS_1","Major facilitator superfamily","Major Facilitator Superfamily","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16YV5","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL008421","AAEL008421-PA.",NA,NA,"adherens junction organization; calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules; cell migration; cell morphogenesis; cell-cell adhesion mediated by cadherin; cell-cell junction assembly; homophilic cell adhesion via plasma membrane adhesion molecules","beta-catenin binding; cadherin binding; calcium ion binding","Cadherin repeats.",NA,"Cadherin","Cadherin-like","Cadherin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q16ZQ0","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL008122","AAEL008122-PA.",NA,NA,NA,NA,"Ribosomal protein L7Ae/L30e/S12e/Gadd45 family","SECISBP2L","Ribosomal_L7Ae",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q171F2","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL007664","Nicotinic acetylcholine receptor subunit.",NA,"After binding acetylcholine, the AChR responds by an extensive change in conformation that affects all subunits and leads to opening of an ion-conducting channel across the plasma membrane",NA,"acetylcholine-gated monoatomic cation-selective channel activity; transmembrane signaling receptor activity","Nicotinic acetylcholine receptor subunit","CHRNA7","Neur_chan_LBD,Neur_chan_memb","Neurotransmitter-gated ion-channel ligand-binding domain","Neurotransmitter-gated ion-channel ligand binding domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q171F9","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL007659","AAEL007659-PA.","CTCK domain-containing protein",NA,"animal organ morphogenesis; sequestering of BMP from receptor via BMP binding","BMP binding; receptor ligand activity","C-terminal cystine knot-like domain (CTCK)","NBL1","DAN","DAN","DAN domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q174F6","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL006911","Microtubule-associated protein.",NA,NA,"microtubule cytoskeleton organization",NA,"MAP7 (E-MAP-115) family","ens","MAP7","Microtubule-associated protein 7 family","MAP7 (E-MAP-115) family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q174S1","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL006783","Histone-lysine N-methyltransferase, H3 lysine-79 specific.","Histone-lysine N-methyltransferase, H3 lysine-79 specific","Histone methyltransferase that specifically trimethylates histone H3 to form H3K79me3. This methylation is required for telomere silencing and for the pachytene checkpoint during the meiotic cell cycle by allowing the recruitment of RAD9 to double strand breaks. Nucleosomes are preferred as substrate compared to free histone","DNA damage checkpoint signaling; DNA repair; methylation","histone H3K79 trimethyltransferase activity","Histone-lysine N-methyltransferase, H3 lysine-79 specific","DOT1L","DOT1","Histone-lysine N-methyltransferase DOT1 domain","Histone methylation protein DOT1","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q175E6","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL006664","AAEL006664-PA.","CCR4-NOT transcription complex subunit 4","Has E3 ubiquitin ligase activity, promoting ubiquitination and degradation of target proteins. Involved in activation of the JAK/STAT pathway. Catalyzes ubiquitination of methylated RBM15. Plays a role in quality control of translation of mitochondrial outer membrane-localized mRNA. As part of the PINK1-regulated signaling, upon mitochondria damage, ubiquitinates ABCE1 and thereby recruits autophagy receptors to the mitochondrial outer membrane to initiate mitophagy","protein ubiquitination","RNA binding; ubiquitin-protein transferase activity; zinc ion binding","Zinc ion binding","CNOT4","RRM_1,zf-RING_4","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q175Q0","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL006596","AAEL006596-PA.",NA,NA,NA,NA,"Senescence-associated protein","SPG20","Inp1,Senescence",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q175T7","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL006555","AAEL006555-PA.",NA,NA,"nervous system development; regulation of alternative mRNA splicing, via spliceosome","mRNA binding","nucleotide binding","RBFOX2","Fox-1_C,RRM_1",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q176D4","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL006439","Dual specificity protein phosphatase; Dual specificity phosphatase able to dephosphorylate phosphotyrosine, phosphoserine and phosphothreonine residues, with a preference for phosphotyrosine as a substrate. Belongs to the protein-tyrosine phosphatase family. Non- receptor class dual specificity subfamily.","Dual specificity protein phosphatase","Dual specificity phosphatase able to dephosphorylate phosphotyrosine, phosphoserine and phosphothreonine residues, with a preference for phosphotyrosine as a substrate","negative regulation of MAPK cascade","MAP kinase phosphatase activity; protein serine/threonine phosphatase activity; protein tyrosine phosphatase activity; protein tyrosine/serine/threonine phosphatase activity","Belongs to the protein-tyrosine phosphatase family. Non-receptor class dual specificity subfamily","DUSP3","DSPc","Dual specificity phosphatase, catalytic domain","Dual specificity phosphatase, catalytic domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q176R3","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"fru","FRU non-sex-specific P1 isoform.",NA,NA,"animal organ development; cell development; developmental process involved in reproduction; regulation of transcription by RNA polymerase II","DNA binding; zinc ion binding","Metal ion binding","fru","BTB,zf-BED","Zinc finger, BED-type","BED zinc finger","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q177Z0","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL005985","Autophagy-related protein 13; Belongs to the ATG13 family. Metazoan subfamily.","Autophagy-related protein 13",NA,"mitophagy; piecemeal microautophagy of the nucleus; protein localization to phagophore assembly site",NA,"Autophagy-related protein 13","ATG13","ATG13","Autophagy-related protein 13, N-terminal","Autophagy-related protein 13","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17AN7","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL005246","AAEL005246-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific double-stranded DNA binding","Sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","LBX1","Homeobox",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17AN8","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL005247","AAEL005247-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific double-stranded DNA binding","Homeodomain","LBX1","Homeobox","Homeodomain","Homeodomain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BB1","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL005033","AAEL005033-PA.",NA,NA,"positive regulation of transcription by RNA polymerase II","zinc ion binding",NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17BL6","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL004918","AAEL004918-PA.","B box-type domain-containing protein",NA,NA,"mRNA 3'-UTR binding; zinc ion binding","B-Box-type zinc finger","brat","NHL,zf-B_box,zf-C3HC4,zf-RING_UBOX","NHL repeat","NHL repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C29","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL004715","AAEL004715-PA.","Anti-proliferative protein domain-containing protein",NA,"negative regulation of cell population proliferation",NA,"BTG family","BTG1","BTG","Anti-proliferative protein","BTG family","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C40","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL004720","Dedicator of cytokinesis protein 9; Belongs to the DOCK family.",NA,NA,"small GTPase-mediated signal transduction","guanyl-nucleotide exchange factor activity","Dedicator of cytokinesis protein 9","DOCK9","DHR-2,DOCK-C2,DUF3398,PH","DOCKER, Lobe A","DHR-2, Lobe A","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17C42","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL004731","AAEL004731-PA.",NA,NA,"small GTPase-mediated signal transduction","guanyl-nucleotide exchange factor activity","Dedicator of cytokinesis protein 9","DOCK9","DHR-2,DOCK-C2,DUF3398,PH","Pleckstrin homology domain","PH domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CH0","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL004542","AAEL004542-PA.",NA,NA,"ceramide metabolic process","ceramide kinase activity","Ceramide kinase","CERK","DAGK_cat","Diacylglycerol kinase, catalytic domain","Diacylglycerol kinase catalytic domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17CY1","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL004391","AAEL004391-PA.","Nuclear protein MDM1","Microtubule-binding protein that negatively regulates centriole duplication. Binds to and stabilizes microtubules","negative regulation of centriole replication","microtubule binding","Nuclear protein MDM1",NA,"MDM1","Nuclear protein MDM1","Nuclear protein MDM1","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DB8","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL004259","RNA-binding protein lin-28.",NA,NA,"pre-miRNA processing","mRNA binding; zinc ion binding","Cold shock protein domain","LIN28A","CSD,zf-CCHC","Lin-28A-like, second zinc knuckle","Lin-28A-like, second zinc knuckle","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E14","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003989","AAEL003989-PA.","Guanine nucleotide-binding protein G(s) subunit alpha","Guanine nucleotide-binding proteins (G proteins) function as transducers in numerous signaling pathways controlled by G protein-coupled receptors (GPCRs)","adenylate cyclase-activating dopamine receptor signaling pathway; sensory perception of chemical stimulus","G protein-coupled receptor binding; G-protein beta/gamma-subunit complex binding; GTP binding; GTPase activity; metal ion binding","Guanine nucleotide-binding protein G(s) subunit alpha","GNAL","G-alpha","Guanine nucleotide binding protein (G-protein), alpha subunit","G-protein alpha subunit","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E15","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003979","Deadenylation factor EDEN-BP, putative.",NA,NA,NA,"mRNA binding","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","CELF3","RRM_1","RNA recognition motif domain","RNA recognition motif","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E51","Aedes aegypti","GO:0050794","Regulation of cellular process",86,4893,0.22,0.49,0.00014,"AAEL003978","AAEL003978-PA.","Escargot/snail protein homolog",NA,NA,"zinc ion binding","C2H2-type zinc finger",NA,"zf-C2H2,zf-C2H2_6","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
