"uniprot_id","species","mirna","term_ID","term_description","observed_gene_count","background_gene_count","strength","signal","false_discovery_rate","matching_proteins_labels_network","annotation_stringdb","protein_name_uniprot","cc_function_uniprot","go_p_uniprot","go_f_uniprot","description_eggnog","preferred_name_eggnog","pfams_eggnog","interpro_description_ips","signature_description_ips","dataset","category_of_interest","enrichment_method","protein_db","taxon_id","assembly_name","stringdb_id"
"Q17DL2","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL004133","AAEL004133-PA.",NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Echinoid","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3,ig","Immunoglobulin V-set domain","Immunoglobulin V-set domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17DM5","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL004088","Aldo-keto reductase.",NA,NA,NA,"oxidoreductase activity",NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17E44","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003953","Map/microtubule affinity-regulating kinase 2,4.","MAP/microtubule affinity-regulating kinase 3","Serine/threonine-protein kinase. Involved in the specific phosphorylation of microtubule-associated proteins for MAP2 and MAP4. Phosphorylates the microtubule-associated protein MAPT/TAU. Phosphorylates CDC25C on 'Ser-216'. Regulates localization and activity of some histone deacetylases by mediating phosphorylation of HDAC7, promoting subsequent interaction between HDAC7 and 14-3-3 and export from the nucleus. Regulates localization and activity of MITF by mediating its phosphorylation, promoting subsequent interaction between MITF and 14-3-3 and retention in the cytosol. Negatively regulates the Hippo signaling pathway and antagonizes the phosphorylation of LATS1. Cooperates with DLG5 to inhibit the kinase activity of STK3/MST2 toward LATS1. Phosphorylates PKP2 and KSR1","intracellular signal transduction; microtubule cytoskeleton organization","ATP binding; protein serine/threonine kinase activity","MAP microtubule affinity-regulating kinase",NA,"KA1,Pkinase","Protein kinase domain","Protein kinase domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17EB3","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003861","AAEL003861-PA.",NA,NA,"animal organ development; developmental process involved in reproduction; neuron development; regulation of transcription by RNA polymerase II",NA,"Broad-Complex, Tramtrack and Bric a brac","chinmo","BTB,zf-C2H2,zf-C2H2_4","Zinc finger C2H2-type","Zinc finger, C2H2 type","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F07","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003609","AAEL003609-PA.",NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","Neurobeachin/BDCP, DUF4704","Neurobeachin/BDCP, DUF4704 alpha solenoid region","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F08","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003592","AAEL003592-PA.",NA,NA,"protein localization","protein kinase binding","Neurobeachin","LRBA","Beach,DUF1088,DUF4704,Laminin_G_3,PH_BEACH,WD40","Neurobeachin, beta-propeller domain","Neurobeachin beta propeller domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17F71","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003506","AAEL003506-PA.",NA,NA,"brain development; neuron differentiation","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","homeobox protein","EMX2","Homeobox","Homeodomain","Homeodomain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17G69","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003169","AAEL003169-PA.",NA,NA,"cell-cell adhesion","cell adhesion molecule binding","Immunoglobulin C-2 Type","igcm-1","C2-set_2,I-set,Ig_3,V-set,fn3",NA,"Immunoglobulin domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GF2","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL003109","AAEL003109-PA.","GB1/RHD3-type G domain-containing protein",NA,NA,"GTP binding; GTPase activity","Guanylate-binding protein, N-terminal domain","ATL2","GBP,GBP_C","Guanylate-binding protein, N-terminal","Guanylate-binding protein, N-terminal domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17GP3","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002938","Skd/vacuolar sorting; Belongs to the AAA ATPase family.","vesicle-fusing ATPase",NA,"endosomal transport; vacuole organization","ATP binding; ATP hydrolysis activity","Belongs to the AAA ATPase family","VPS4A","AAA,MIT,Vps4_C","AAA ATPase, AAA+ lid domain","AAA+ lid domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17H75","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002761","Putative tropomyosin invertebrate; Belongs to the tropomyosin family.",NA,NA,NA,NA,"Belongs to the tropomyosin family","Tm1","Tropomyosin,Tropomyosin_1","Tropomyosin","Tropomyosin","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17HS6","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002594","AAEL002594-PA.","non-specific serine/threonine protein kinase",NA,NA,"ATP binding; protein serine/threonine kinase activity","P21-Rho-binding domain","PAK3","PBD,Pkinase","CRIB domain","P21-Rho-binding domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17I67","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002451","Zinc finger protein.",NA,NA,"negative regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding; zinc ion binding","zinc finger","ZEB2","Homeobox,zf-C2H2,zf-C2H2_6","Homeodomain","Homeodomain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17IK5","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002321","AAEL002321-PA.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","Paired box protein","ey","Homeobox,PAX","Paired domain","'Paired box' domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17IL0","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002287","Trans-prenyltransferase.",NA,NA,"isoprenoid biosynthetic process; pheromone biosynthetic process; ubiquinone biosynthetic process","prenyltransferase activity","Polyprenyl synthetase","PDSS1","polyprenyl_synt","Polyprenyl synthetase-like","Polyprenyl synthetase","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17J33","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL002171","Ubiquitin specific proteinase.",NA,NA,NA,NA,"Ubiquitin specific proteinase","USP54","UCH",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17JY3","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001861","AAEL001861-PA.",NA,NA,"protein import into nucleus; protein localization to nuclear inner membrane; RNA export from nucleus; transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery","structural constituent of nuclear pore","Nuclear pore complex protein","NUP155","Nucleoporin_C,Nucleoporin_N","Nucleoporin, Nup133/Nup155-like, C-terminal","Non-repetitive/WGA-negative nucleoporin C-terminal","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K58","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001819","AAEL001819-PA.",NA,NA,NA,NA,"Transmembrane protein 65","TMEM65","TMEM65","Transmembrane protein 65","Transmembrane protein 65","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K67","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001780","Homeobox protein distal-less dlx.",NA,NA,NA,"DNA-binding transcription factor activity, RNA polymerase II-specific; RNA polymerase II cis-regulatory region sequence-specific DNA binding","Homeobox domain","DLX1","Homeobox","Homeodomain","Homeodomain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17K68","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001776","AAEL001776-PA.",NA,NA,NA,NA,"Sequence-specific DNA binding. It is involved in the biological process described with regulation of transcription, DNA-templated","DLX1","Homeobox",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17KU1","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001567","Myocyte-specific enhancer factor 2d.",NA,NA,"cell differentiation; heart development; positive regulation of transcription by RNA polymerase II","DNA-binding transcription factor activity, RNA polymerase II-specific; histone deacetylase binding; protein dimerization activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding","enhancer factor","MEF2C","HJURP_C,SRF-TF","Transcription factor, MADS-box","SRF-type transcription factor (DNA-binding and dimerisation domain)","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17L13","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001482","AAEL001482-PA.",NA,NA,NA,NA,"S phase cyclin A-associated protein in the endoplasmic reticulum","SCAPER","SCAPER_N,zf-met",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17LA6","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL001437","AAEL001437-PA.",NA,NA,"post-embryonic development; regulation of developmental process; regulation of DNA-templated transcription; regulation of multicellular organismal process",NA,"Domain B in dwarfin family proteins",NA,"MH2","SMAD domain, Dwarfin-type","MH2 domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MT6","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"ARK","Apaf-1 Related Killer.",NA,NA,"apoptotic process","ADP binding","WD40 repeats",NA,"ANAPC4_WD40,CARD,NB-ARC,WD40","NB-ARC","NB-ARC domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX1","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000868","AAEL000868-PA.",NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.",NA,"PDZ","PDZ domain","PDZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX6","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000908","AAEL000908-PA.",NA,NA,NA,NA,"Domain present in PSD-95, Dlg, and ZO-1/2.","DFNB31","PDZ","PDZ domain","PDZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17MX7","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000891","AAEL000891-PA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17N01","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000860","AAEL000860-PA.",NA,NA,NA,NA,NA,"uzip","DUF3421",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NC1","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000729","AAEL000729-PA.",NA,NA,"regulation of translation","mRNA binding","nucleic acid binding","MSI1","RRM_1",NA,NA,"GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NE5","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000741","Ecdysone-induced protein 74EF (ETS transcription factor E74A).",NA,NA,"cell differentiation","DNA-binding transcription factor activity, RNA polymerase II-specific; sequence-specific DNA binding","erythroblast transformation specific domain","ELF2","Elf-1_N,Ets","Ets domain","Ets-domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NJ1","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"TOLL8","AAEL000633-PA.",NA,NA,"signal transduction",NA,"Toll - interleukin 1 - resistance",NA,"LRR_5,LRR_8,TIR,TIR_2","Leucine-rich repeat","Leucine rich repeat","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17NP6","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000597","AAEL000597-PA; Cadherins are calcium-dependent cell adhesion proteins.",NA,"Cadherins are calcium-dependent cell adhesion proteins","animal organ morphogenesis; cell migration; establishment of planar polarity; establishment or maintenance of cell polarity; homophilic cell adhesion via plasma membrane adhesion molecules; neuron projection development","beta-catenin binding; cadherin binding; calcium ion binding","Cadherins are calcium-dependent cell adhesion proteins","hmr-1","Cadherin,Cadherin_C,EGF,Laminin_G_2,hEGF","DE-cadherin-like, Ig-like domain","DE-cadherin, Ig-like domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PG3","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000324","Tyrosine-protein kinase drl.","receptor protein-tyrosine kinase",NA,"axonogenesis; cell surface receptor protein tyrosine kinase signaling pathway; positive regulation of neuron projection development; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","ATP binding; protein kinase activity","WIF domain","RYK","Pkinase_Tyr,WIF","WIF domain","WIF domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PT9","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000242","AAEL000242-PA; Belongs to the potassium channel family.",NA,NA,"action potential; protein homooligomerization","delayed rectifier potassium channel activity","Belongs to the potassium channel family","KCNA2","BTB_2,Ion_trans,K_channel_TID","Potassium channel tetramerisation-type BTB domain","BTB/POZ domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"Q17PU2","Aedes aegypti","aae-mir-34-5p","GO:0048731","System development",90,1578,0.41,1.05,1.07e-12,"AAEL000247","AAEL000247-PA.","Dynein axonemal assembly factor 4",NA,"cilium movement; inner dynein arm assembly; nervous system development; outer dynein arm assembly",NA,"TPR repeat","DYX1C1","CS,TPR_8","CS domain","CS domain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9EAF0","Aedes aegypti","aae-mir-34-5p","GO:0032502","Developmental process",135,3062,0.3,0.88,1.16e-12,"J9EAF0_AEDAE","AAEL017196-PA.",NA,NA,"protein processing","metalloendopeptidase activity","Peptidase family M13",NA,"Peptidase_M13,Peptidase_M13_N","Peptidase M13, N-terminal domain","Peptidase family M13","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9EAN8","Aedes aegypti","aae-mir-34-5p","GO:0032502","Developmental process",135,3062,0.3,0.88,1.16e-12,"J9EAN8_AEDAE","AAEL010145-PC.",NA,"This is the non-catalytic component of the active enzyme, which catalyzes the hydrolysis of ATP coupled with the exchange of Na(+) and K(+) ions across the plasma membrane. The beta subunit regulates, through assembly of alpha/beta heterodimers, the number of sodium pumps transported to the plasma membrane","intracellular potassium ion homeostasis; intracellular sodium ion homeostasis; potassium ion import across plasma membrane; sodium ion export across plasma membrane","ATPase activator activity","Sodium / potassium ATPase beta chain","nrv2","Na_K-ATPase","Sodium/potassium-transporting ATPase subunit beta","Sodium / potassium ATPase beta chain","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
"J9HTV7","Aedes aegypti","aae-mir-34-5p","GO:0032502","Developmental process",135,3062,0.3,0.88,1.16e-12,"AAEL801114","AAEL017419-PA.","CCHC-type domain-containing protein",NA,NA,"nucleic acid binding; zinc ion binding","Zinc knuckle","CNBP","zf-CCHC,zf-CCHC_4","Zinc finger, CCHC-type","Zinc knuckle","GO Biological Process",NA,"stringdb","STRINGv12.0",7159,"yellow fever mosquito","STRING.7159.Aedes"
